bid_no,bop_occurymdhms,brt_id,bop_x,bop_y,bop_angle,bop_speed,bop_distance,bop_dvstat,bop_violationinfo,bop_statinfo,bop_remaindistance,bnode_fromid,bnode_toid,bop_half_x,bop_half_y,bop_fle,bop_sendymdhms,bop_rcvymdhms
124,20151120065541,196111371,219790.86,219473.22,39,82,23232,0000000000000000,00000000,00000000,19653,196030520,196030514,219790.86,219473.22,0,20151120065542,20151120065537
124,20151120065642,196111371,219874.39,220495.91,324,38,23232,0000000000000000,00000000,00000000,19653,196030520,196030514,219874.39,220495.91,0,20151120065642,20151120065637
124,20151120070023,196111371,220876.04,222574.05,15,80,27496,0000000000000000,00000000,00000000,15389,1960005800,196030512,220876.04,222574.05,0,20151120070023,20151120070017
124,20151120070728,196111371,224146.78,226856.46,140,0,34429,0000000000000000,00000000,00000000,8456,193040617,1930038300,224146.78,226856.46,0,20151120070728,20151120070722
124,20151120071121,196111371,226704.58,226440.37,149,0,36763,0000000000000000,00000000,00000000,6122,1930030100,193040607,226704.58,226440.37,0,20151120071121,20151120071116
124,20151120071450,196111371,227847.45,226212.49,122,18,38191,0000000000000000,00000000,00000000,4694,1930002312,1930002304,227847.45,226212.49,0,20151120071450,20151120071445
124,20151120071723,196111371,228521.65,226392.79,70,38,38853,0000000000000000,00000000,00000000,4032,193040403,1930027300,228521.65,226392.79,0,20151120071724,20151120071719
124,20151120072230,196111371,230722.45,226962.98,183,0,41240,0000000000000000,00000000,00000000,1645,1930041100,1930042300,230722.45,226962.98,0,20151120072230,20151120072226
124,20151120072625,196111371,232122.5,227208.63,321,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232122.5,227208.63,1,20151120072625,20151120072620
124,20151120072906,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120072931,20151120072926
124,20151120073037,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120073037,20151120073032
124,20151120073206,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120073206,20151120073202
124,20151120073336,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120073336,20151120073332
124,20151120073507,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120073507,20151120073502
124,20151120073636,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120073636,20151120073632
124,20151120073807,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120073807,20151120073802
124,20151120073937,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120073937,20151120073932
124,20151120074106,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120074106,20151120074102
124,20151120074237,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120074237,20151120074232
124,20151120074406,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120074406,20151120074402
124,20151120074537,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120074537,20151120074532
124,20151120074707,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120074707,20151120074702
124,20151120074836,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120074836,20151120074832
124,20151120075007,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120075007,20151120075002
124,20151120075136,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120075136,20151120075132
124,20151120075306,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120075306,20151120075302
124,20151120075437,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120075437,20151120075432
124,20151120075606,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120075606,20151120075602
124,20151120075737,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120075737,20151120075732
124,20151120075906,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120075906,20151120075902
124,20151120080036,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120080036,20151120080032
124,20151120080207,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232135.32,227227.09,1,20151120080207,20151120080202
124,20151120080336,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232135.32,227227.09,0,20151120080336,20151120080332
124,20151120080506,196111371,232135.32,227227.09,50,0,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232135.32,227227.09,0,20151120080506,20151120080502
124,20151120080636,196111371,232152.03,227193.53,201,11,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232152.03,227193.53,0,20151120080636,20151120080632
124,20151120080806,196111371,231942.67,226903.98,287,5,42536,0000000000000000,00000000,00000000,349,140000185,140000185,231942.67,226903.98,0,20151120080806,20151120080802
124,20151120081016,196111372,231921.07,227036.05,339,0,494,0000000000000000,00000000,00000000,42316,193012311,1930002200,231921.07,227036.05,0,20151120081016,20151120081010
124,20151120081115,196111372,231921.07,227036.05,339,0,494,0000000000000000,00000000,00000000,42316,193012311,1930002200,231921.07,227036.05,0,20151120081115,20151120081110
124,20151120081825,196111372,229754.2,226792.87,199,0,2667,0000000000000000,00000000,00000000,40143,193040416,1930036500,229754.2,226792.87,0,20151120081826,20151120081821
124,20151120081926,196111372,229755.33,226752.04,159,0,2667,0000000000000000,00000000,00000000,40143,193040416,1930036500,229755.33,226752.04,0,20151120081927,20151120081921
124,20151120082259,196111372,228607.75,226411.37,249,0,3630,0000000000000000,00000000,00000000,39180,1930030500,1930027300,228607.75,226411.37,0,20151120082259,20151120082254
124,20151120082548,196111372,228091.41,226217.46,234,0,4432,0000000000000000,00000000,00000000,38378,1930024600,193040404,228091.41,226217.46,0,20151120082548,20151120082544
124,20151120082649,196111372,228091.41,226217.46,234,0,4432,0000000000000000,00000000,00000000,38378,1930024600,193040404,228091.41,226217.46,0,20151120082649,20151120082644
124,20151120082859,196111372,227553.07,226268.51,274,14,4619,0000000000000000,00000000,00000000,38191,1930002304,1930025500,227553.07,226268.51,0,20151120082859,20151120082854
124,20151120083338,196111372,226161,226525.1,207,0,6440,0000000000000000,00000000,00000000,36370,193040606,1930031400,226161,226525.1,0,20151120083338,20151120083332
124,20151120084119,196111372,220933.24,222794.97,202,58,13056,0000000000000000,00000000,00000000,29754,196030511,1960005800,220933.24,222794.97,0,20151120084119,20151120084114
124,20151120084505,196111372,219697.27,220821.72,173,11,16847,0000000000000000,00000000,00000000,25963,196030513,1960005501,219697.27,220821.72,0,20151120084505,20151120084501
124,20151120084622,196111372,219934.11,219794.29,183,19,16981,0000000000000000,00000000,00000000,25829,1960005501,1960005300,219934.11,219794.29,0,20151120084622,20151120084617
124,20151120084811,196111372,219042.87,218706.62,225,65,18091,0000000000000000,00000000,00000000,24719,1960005300,196030519,219042.87,218706.62,0,20151120084811,20151120084807
124,20151120085423,196111372,216802,214742.54,183,0,23488,0000000000000000,00000000,00000000,19322,388000423,388000419,216802,214742.54,0,20151120085423,20151120085417
124,20151120085522,196111372,216725.94,214623.57,214,40,23488,0000000000000000,00000000,00000000,19322,388000423,388000419,216725.94,214623.57,0,20151120085522,20151120085517
124,20151120085631,196111372,215960.6,213733.83,235,14,24350,0000000000000000,00000000,00000000,18460,388000419,388000395,215960.6,213733.83,0,20151120085631,20151120085626
124,20151120085731,196111372,215955.43,213732.16,242,0,24350,0000000000000000,00000000,00000000,18460,388000419,388000395,215955.43,213732.16,0,20151120085731,20151120085726
124,20151120085830,196111372,215955.43,213732.16,242,0,24350,0000000000000000,00000000,00000000,18460,388000419,388000395,215955.43,213732.16,0,20151120085830,20151120085826
124,20151120090103,196111372,215493.28,213071.22,179,17,26237,0000000000000000,00000000,00000000,16573,388000385,388000383,215493.28,213071.22,0,20151120090103,20151120090058
124,20151120090346,196111372,214836.29,211642.78,182,40,27096,0000000000000000,00000000,00000000,15714,388000368,388000358,214836.29,211642.78,0,20151120090346,20151120090342
124,20151120090518,196111372,214320.75,210437.28,203,51,28325,0000000000000000,00000000,00000000,14485,388000348,388000336,214320.75,210437.28,0,20151120090518,20151120090514
124,20151120090937,196111372,213235.1,207634.55,200,30,31515,0000000000000000,00000000,00000000,11295,388000303,388000294,213235.1,207634.55,0,20151120090938,20151120090933
124,20151120091053,196111372,212449.87,206306.3,215,66,32362,0000000000000000,00000000,00000000,10448,388000294,145000047,212449.87,206306.3,0,20151120091053,20151120091047
124,20151120091206,196111372,211373.95,204909.63,209,94,34051,0000000000000000,00000000,00000000,8759,145000047,388000285,211373.95,204909.63,0,20151120091206,20151120091201
124,20151120091502,196111372,210116.41,201503.88,182,86,37960,0000000000000000,00000000,00000000,4850,388000296,140000203,210116.41,201503.88,0,20151120091502,20151120091458
124,20151120091603,196111372,209428.52,200255.56,204,71,37960,0000000000000000,00000000,00000000,4850,388000296,140000203,209428.52,200255.56,0,20151120091603,20151120091558
124,20151120091748,196111372,208618.69,198639.63,161,0,41570,0000000000000000,00000000,00000000,1240,140000203,140000184,208618.69,198639.63,0,20151120091748,20151120091743
124,20151120092056,196111372,208650.89,198554.45,355,0,42773,0000000000000000,00000000,00000000,37,140000203,140000184,208650.89,198554.45,1,20151120092102,20151120092058
124,20151120092226,196111372,208650.89,198554.45,355,0,42773,0000000000000000,00000000,00000000,37,140000203,140000184,208650.89,198554.45,1,20151120092226,20151120092221
124,20151120092357,196111372,208650.89,198554.45,355,0,42773,0000000000000000,00000000,00000000,37,140000203,140000184,208650.89,198554.45,1,20151120092357,20151120092351
124,20151120092526,196111372,208650.89,198554.45,355,0,42773,0000000000000000,00000000,00000000,37,140000203,140000184,208650.89,198554.45,1,20151120092526,20151120092521
124,20151120092657,196111372,208650.89,198554.45,355,0,42773,0000000000000000,00000000,00000000,37,140000203,140000184,208650.89,198554.45,1,20151120092657,20151120092651
124,20151120092956,196111372,208650.89,198554.45,355,0,42773,0000000000000000,00000000,00000000,37,140000203,140000184,208650.89,198554.45,1,20151120092956,20151120092951
124,20151120093127,196111371,208650.89,198554.45,355,0,42848,0000000000000000,00000000,00000000,37,140000185,140000185,208650.89,198554.45,0,20151120093127,20151120093122
124,20151120093330,196111371,208622.17,198516.48,140,0,0,0000000000000000,00000000,00000000,42885,140000185,140000205,208622.17,198516.48,0,20151120093330,20151120093325
124,20151120093429,196111371,208622.17,198516.48,140,0,0,0000000000000000,00000000,00000000,42885,140000185,140000205,208622.17,198516.48,0,20151120093429,20151120093425
124,20151120093529,196111371,208622.17,198516.48,140,0,0,0000000000000000,00000000,00000000,42885,140000185,140000205,208622.17,198516.48,0,20151120093529,20151120093525
124,20151120093630,196111371,208622.17,198516.48,140,0,0,0000000000000000,00000000,00000000,42885,140000185,140000205,208622.17,198516.48,0,20151120093630,20151120093625
124,20151120093729,196111371,208596.28,198478.4,325,13,0,0000000000000000,00000000,00000000,42885,140000185,140000205,208596.28,198478.4,0,20151120093729,20151120093725
124,20151120093829,196111371,208688.82,198843.06,18,67,0,0000000000000000,00000000,00000000,42885,140000185,140000205,208688.82,198843.06,0,20151120093829,20151120093825
124,20151120094050,196111371,209383.39,200090.1,23,7,973,0000000000000000,00000000,00000000,41912,140000205,3880002000,209383.39,200090.1,0,20151120094050,20151120094045
124,20151120094151,196111371,209675.69,200644.91,35,80,973,0000000000000000,00000000,00000000,41912,140000205,3880002000,209675.69,200644.91,0,20151120094151,20151120094146
124,20151120094342,196111371,210206.31,202369.36,16,34,3540,0000000000000000,00000000,00000000,39345,3880002000,388000281,210206.31,202369.36,0,20151120094342,20151120094338
124,20151120094621,196111371,211131.16,204061.48,17,95,4909,0000000000000000,00000000,00000000,37976,388000281,388000287,211131.16,204061.48,0,20151120094630,20151120094625
124,20151120094726,196111371,211673.73,205658.68,31,82,6344,0000000000000000,00000000,00000000,36541,388000287,145000049,211673.73,205658.68,0,20151120094726,20151120094722
124,20151120094907,196111371,213052.21,207280.7,27,78,8765,0000000000000000,00000000,00000000,34120,145000049,388000283,213052.21,207280.7,0,20151120094907,20151120094901
124,20151120095024,196111371,213478.67,208185.53,20,28,10461,0000000000000000,00000000,00000000,32424,388000283,388000309,213478.67,208185.53,0,20151120095024,20151120095020
124,20151120095213,196111371,213733.2,208618.05,285,0,11475,0000000000000000,00000000,00000000,31410,388000309,388000312,213733.2,208618.05,0,20151120095213,20151120095207
124,20151120095445,196111371,214080.76,209343.07,14,0,12079,0000000000000000,00000000,00000000,30806,388000322,388000332,214080.76,209343.07,0,20151120095446,20151120095441
124,20151120095546,196111371,214099.16,209371.28,3,20,12079,0000000000000000,00000000,00000000,30806,388000322,388000332,214099.16,209371.28,0,20151120095546,20151120095541
124,20151120095736,196111371,214559.04,211018.8,20,61,12955,0000000000000000,00000000,00000000,29930,388000332,388000355,214559.04,211018.8,0,20151120095736,20151120095731
124,20151120095913,196111371,214974.26,212098.11,14,29,14653,0000000000000000,00000000,00000000,28232,388000355,388000369,214974.26,212098.11,0,20151120095913,20151120095909
124,20151120101238,196111371,219513.85,219137.88,39,82,23232,0000000000000000,00000000,00000000,19653,196030520,196030514,219513.85,219137.88,0,20151120101238,20151120101233
124,20151120101338,196111371,219970.34,220321.05,334,68,23232,0000000000000000,00000000,00000000,19653,196030520,196030514,219970.34,220321.05,0,20151120101338,20151120101333
124,20151120101659,196111371,220847.46,222495.76,16,67,27496,0000000000000000,00000000,00000000,15389,1960005800,196030512,220847.46,222495.76,0,20151120101659,20151120101654
124,20151120101759,196111371,221443.54,223541.64,29,33,27496,0000000000000000,00000000,00000000,15389,1960005800,196030512,221443.54,223541.64,0,20151120101759,20151120101754
124,20151120102116,196111371,222304.91,225574.12,23,38,31763,0000000000000000,00000000,00000000,11122,196030508,1960008100,222304.91,225574.12,0,20151120102116,20151120102110
124,20151120102513,196111371,224153.22,226857.36,91,0,34429,0000000000000000,00000000,00000000,8456,193040617,1930038300,224153.22,226857.36,0,20151120102513,20151120102508
124,20151120102909,196111371,226668.95,226437.05,107,0,36763,0000000000000000,00000000,00000000,6122,1930030100,193040607,226668.95,226437.05,0,20151120102910,20151120102905
124,20151120103132,196111371,227621.08,226242.86,103,17,37537,0000000000000000,00000000,00000000,5348,193040611,1930002312,227621.08,226242.86,0,20151120103132,20151120103126
124,20151120103450,196111371,228503.76,226399.39,93,0,38853,0000000000000000,00000000,00000000,4032,193040403,1930027300,228503.76,226399.39,0,20151120103450,20151120103445
124,20151120104005,196111371,230746.47,227017.99,159,0,41240,0000000000000000,00000000,00000000,1645,193040419,1930041100,230746.47,227017.99,0,20151120104005,20151120104000
124,20151120104403,196111371,231893.67,227039.17,89,0,42371,0000000000000000,00000000,00000000,514,193040425,1930002200,231893.67,227039.17,0,20151120104403,20151120104359
124,20151120104642,196111371,232156.58,227241.04,302,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232156.58,227241.04,1,20151120104642,20151120104637
124,20151120104952,196111371,232156.58,227241.04,302,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232156.58,227241.04,1,20151120105014,20151120105009
124,20151120105123,196111371,232156.58,227241.04,302,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232156.58,227241.04,1,20151120105124,20151120105118
124,20151120105252,196111371,232156.58,227241.04,302,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232156.58,227241.04,1,20151120105253,20151120105248
124,20151120105422,196111371,232075.25,227235.09,44,28,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232075.25,227235.09,1,20151120105422,20151120105418
124,20151120105552,196111371,232419.74,228022.42,22,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232419.74,228022.42,1,20151120105553,20151120105548
124,20151120105722,196111371,232619.55,228609.86,16,44,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232619.55,228609.86,1,20151120105723,20151120105718
124,20151120105853,196111371,232766.22,229742.67,357,66,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232766.22,229742.67,1,20151120105853,20151120105848
124,20151120110022,196111371,232657.13,231547.7,355,73,42536,1000000000000000,00000000,00000000,349,1930002200,193012309,232657.13,231547.7,1,20151120110023,20151120110018
124,20151120110152,196111371,232523.86,232332.88,351,53,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232523.86,232332.88,1,20151120110154,20151120110148
124,20151120110322,196111371,232177.16,233913.5,346,66,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232177.16,233913.5,1,20151120110323,20151120110318
124,20151120110452,196111371,232257,234844.47,31,39,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232257,234844.47,1,20151120110453,20151120110448
124,20151120110623,196111371,232414.1,234925.14,261,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232414.1,234925.14,1,20151120110623,20151120110618
124,20151120110752,196111371,232414.1,234925.14,261,0,42536,0000000000000000,00000000,00000000,349,1930002200,193012309,232414.1,234925.14,1,20151120110753,20151120110748
124,20151120120828,196111371,232406.6,234919.23,0,0,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232406.6,234919.23,1,20151120120828,20151120120823
124,20151120120958,196111371,232430.16,234942.73,65,19,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232430.16,234942.73,1,20151120120958,20151120120953
124,20151120121128,196111371,232455.42,234973.22,13,0,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232455.42,234973.22,1,20151120121128,20151120121123
124,20151120121258,196111371,232455.42,234973.22,13,0,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232455.42,234973.22,1,20151120121258,20151120121253
124,20151120121428,196111371,232455.42,234973.22,13,0,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232455.42,234973.22,1,20151120121428,20151120121423
124,20151120121627,196111371,232455.42,234973.22,13,0,42536,0000000000000000,00000000,00000000,349,140000185,140000185,232455.42,234973.22,1,20151120121650,20151120121645
124,20151120121909,196102052,232420.8,235000.61,260,0,30665,0000000000000000,00000000,00000000,349,196022321,196022321,232420.8,235000.61,0,20151120121916,20151120121911
124,20151120122039,196102052,232420.8,235000.61,260,0,30665,0000000000000000,00000000,00000000,349,196022321,196022321,232420.8,235000.61,0,20151120122039,20151120122034
124,20151120122509,195102051,232366.17,233060.06,165,23,1418,0000000000000000,00000000,00000000,30274,195040325,195040327,232366.17,233060.06,0,20151120122509,20151120122504
124,20151120123041,195102051,233111.65,231829.52,234,31,3890,0000000000000000,00000000,00000000,27802,195025701,195025703,233111.65,231829.52,0,20151120123041,20151120123036
124,20151120123442,195102051,231583.04,231573.94,267,0,5240,0000000000000000,00000000,00000000,26452,195030933,192011301,231583.04,231573.94,0,20151120123442,20151120123437
124,20151120123837,195102051,231439.21,230322.66,179,0,7393,0000000000000000,00000000,00000000,24299,1920015800,192040503,231439.21,230322.66,0,20151120123837,20151120123832
124,20151120124050,195102051,231167.13,230228.18,239,0,7586,0000000000000000,00000000,00000000,24106,192040505,192024701,231167.13,230228.18,0,20151120124050,20151120124045
124,20151120124150,195102051,231154.14,230234.24,327,0,7586,0000000000000000,00000000,00000000,24106,192040505,192024701,231154.14,230234.24,0,20151120124150,20151120124145
124,20151120124250,195102051,231053.57,230008.21,182,43,7586,0000000000000000,00000000,00000000,24106,192040505,192024701,231053.57,230008.21,0,20151120124250,20151120124245
124,20151120124510,195102051,230886.36,229280.9,206,8,8624,0000000000000000,00000000,00000000,23068,192024703,192024705,230886.36,229280.9,0,20151120124510,20151120124505
124,20151120124709,195102051,230578.4,228845.91,242,0,9122,0000000000000000,00000000,00000000,22570,192024705,192024303,230578.4,228845.91,0,20151120124709,20151120124705
124,20151120124810,195102051,230578.4,228845.91,242,0,9122,0000000000000000,00000000,00000000,22570,192024705,192024303,230578.4,228845.91,0,20151120124811,20151120124805
124,20151120125403,195102051,227955.85,228140.4,189,15,12122,0000000000000000,00000000,00000000,19570,192021602,1930003401,227955.85,228140.4,0,20151120125403,20151120125359
124,20151120125648,195102051,228138.47,227586.98,162,20,13291,0000000000000000,00000000,00000000,18401,193031103,1930058100,228138.47,227586.98,0,20151120125648,20151120125643
124,20151120125911,195102051,228366.11,226855.19,95,0,14054,0000000000000000,00000000,00000000,17638,193031109,1930037700,228366.11,226855.19,0,20151120125911,20151120125907
124,20151120130012,195102051,228386.76,226834.39,163,26,14054,0000000000000000,00000000,00000000,17638,193031109,1930037700,228386.76,226834.39,0,20151120130012,20151120130007
124,20151120130335,195102051,228032.7,226226.16,253,11,15034,0000000000000000,00000000,00000000,16658,1930027300,193040402,228032.7,226226.16,0,20151120130335,20151120130331
124,20151120131012,195102051,227999.81,223025.1,161,0,18562,0000000000000000,00000000,00000000,13130,193031311,1930000400,227999.81,223025.1,0,20151120131012,20151120131007
124,20151120131550,195102051,228581.11,219231.28,100,70,21446,0000000000000000,00000000,00000000,10246,1960036800,196040113,228581.11,219231.28,0,20151120131551,20151120131546
124,20151120131813,195102051,230144.77,218888.75,125,0,24348,0000000000000000,00000000,00000000,7344,196040117,196040119,230144.77,218888.75,0,20151120131813,20151120131808
124,20151120132215,195102051,230488.5,216279.89,224,33,26507,0000000000000000,00000000,00000000,5185,196040127,196040129,230488.5,216279.89,0,20151120132215,20151120132209
124,20151120132835,195102051,227868.78,215253.15,291,0,30244,0000000000000000,00000000,00000000,1448,196031602,196022306,227868.78,215253.15,0,20151120132835,20151120132831
124,20151120133117,195102051,227644.42,216107.89,320,42,30911,0000000000000000,00000000,00000000,781,196022304,196022302,227644.42,216107.89,0,20151120133117,20151120133111
124,20151120133435,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120133505,20151120133500
124,20151120133605,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120133605,20151120133600
124,20151120133735,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120133735,20151120133730
124,20151120133904,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120133904,20151120133900
124,20151120134035,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120134035,20151120134030
124,20151120134205,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120134205,20151120134200
124,20151120134335,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120134335,20151120134330
124,20151120134505,195102051,227308.59,216342.09,140,0,31683,0000000000000000,00000000,00000000,9,196022302,196022320,227308.59,216342.09,1,20151120134505,20151120134500
124,20151120134635,196102052,227336.44,216319.2,135,19,31005,0000000000000000,00000000,00000000,9,196022321,196022321,227336.44,216319.2,0,20151120134635,20151120134630
124,20151120134804,196102052,227781.12,215914.37,145,27,31005,0000000000000000,00000000,00000000,9,196022321,196022321,227781.12,215914.37,0,20151120134804,20151120134800
124,20151120135231,196102052,228956.37,215332.9,87,47,1892,0000000000000000,00000000,00000000,29122,196031605,196031607,228956.37,215332.9,0,20151120135231,20151120135226
124,20151120135502,196102052,230013.57,215753.51,48,15,3508,0000000000000000,00000000,00000000,27506,1960032800,196031609,230013.57,215753.51,0,20151120135502,20151120135456
124,20151120135933,196102052,230248.1,218771.82,342,14,6641,0000000000000000,00000000,00000000,24373,196040122,196040120,230248.1,218771.82,0,20151120135933,20151120135927
124,20151120140247,196102052,228128.31,220185.7,22,48,8872,0000000000000000,00000000,00000000,22142,196040114,196040112,228128.31,220185.7,0,20151120140247,20151120140242
124,20151120140714,196102052,227791.59,222111,342,15,12115,0000000000000000,00000000,00000000,18899,196040108,196040106,227791.59,222111,0,20151120140714,20151120140709
124,20151120140844,196102052,228027.93,223087.32,3,38,12438,0000000000000000,00000000,00000000,18576,193040104,193031314,228027.93,223087.32,0,20151120140844,20151120140839
124,20151120141159,196102052,228093.69,224259.17,6,29,14220,0000000000000000,00000000,00000000,16794,193031310,1930000406,228093.69,224259.17,0,20151120141159,20151120141153
124,20151120141614,196102052,227946.78,226060.02,32,0,16268,0000000000000000,00000000,00000000,14746,193031304,193031302,227946.78,226060.02,0,20151120141614,20151120141609
124,20151120141736,196102052,227909.47,226129.47,46,0,16409,0000000000000000,00000000,00000000,14605,193031302,1930002304,227909.47,226129.47,0,20151120141736,20151120141731
124,20151120142251,196102052,228403.85,226734.92,257,0,17253,0000000000000000,00000000,00000000,13761,193031114,1930037700,228403.85,226734.92,0,20151120142251,20151120142246
124,20151120142351,196102052,228403.85,226734.92,257,0,17253,0000000000000000,00000000,00000000,13761,193031114,1930037700,228403.85,226734.92,0,20151120142351,20151120142346
124,20151120142643,196102052,228151.83,227519.67,350,0,18163,0000000000000000,00000000,00000000,12851,193031110,193031106,228151.83,227519.67,0,20151120142643,20151120142638
124,20151120143043,196102052,228723.88,228562.76,57,32,19425,0000000000000000,00000000,00000000,11589,192021603,192021409,228723.88,228562.76,0,20151120143043,20151120143037
124,20151120143406,196102052,229454.48,228817.87,71,0,20848,0000000000000000,00000000,00000000,10166,192021403,1920009500,229454.48,228817.87,0,20151120143406,20151120143402
124,20151120143507,196102052,229454.48,228817.87,71,0,20848,0000000000000000,00000000,00000000,10166,192021403,1920009500,229454.48,228817.87,0,20151120143507,20151120143502
124,20151120143819,196102052,230548.98,228857.02,125,0,21500,0000000000000000,00000000,00000000,9514,1920010300,192024302,230548.98,228857.02,0,20151120143819,20151120143814
124,20151120143919,196102052,230548.98,228857.02,125,0,21500,0000000000000000,00000000,00000000,9514,1920010300,192024302,230548.98,228857.02,0,20151120143920,20151120143914
124,20151120144039,196102052,230792.31,229022.61,46,29,21823,0000000000000000,00000000,00000000,9191,192024302,192024704,230792.31,229022.61,0,20151120144039,20151120144034
124,20151120144139,196102052,230860.32,229154.21,16,0,21823,0000000000000000,00000000,00000000,9191,192024302,192024704,230860.32,229154.21,0,20151120144139,20151120144134
124,20151120144239,196102052,230863.39,229183.07,8,19,21823,0000000000000000,00000000,00000000,9191,192024302,192024704,230863.39,229183.07,0,20151120144239,20151120144234
124,20151120144608,196102052,231342.85,230269.4,76,0,23555,0000000000000000,00000000,00000000,7459,1920015000,192040506,231342.85,230269.4,0,20151120144608,20151120144603
124,20151120144708,196102052,231342.85,230269.4,76,0,23555,0000000000000000,00000000,00000000,7459,1920015000,192040506,231342.85,230269.4,0,20151120144708,20151120144702
124,20151120144853,196102052,231609.6,230385.95,60,0,23842,0000000000000000,00000000,00000000,7172,1920015800,192011308,231609.6,230385.95,0,20151120144853,20151120144848
