STOP_ID,STOP_NAME,STOP_TYPE,STOP_CENTER,STOP_ADMIN,STOP_REMARK,STOP_SHORTNAME,STOP_OLDID,STOP_SERVICEID,STOP_X,STOP_Y,STOP_ANGLE,STOP_IN_DISTANCE,STOP_OUT_DISTANCE,LINK_ID,STOP_LINK_X,STOP_LINK_Y,STOP_LINK_SEQNO,STOP_LINK_LENGTH,STOP_REVISIONNO,DR_CODE,STOP_INFO,STOP_ENAME,STOP_LINE_NUM
135000001,울산세무서(가상),9,0,울산광역시,,울산세무서,0,0,231607.6405,226640.3166,274,70,30,1930100201,231606.8693,226629.0331,1,104.7,916,3114057000,2,Ulsan District Tax Office,10
135000080,롯데백화점(동래점),1,0,양산시,,롯데백화점(동래점),0,58080,207225.186,190739.4383,290,70,30,3880045800,207238.11,190732.28,3,720.8,916,0,1,Lotte Dept. Store (Dongnae),19
135000083,롯데백화점,1,0,양산시,언양정류장 방면,롯데백화점,0,58083,207254.2889,190706.5418,34,70,30,3880045900,207244.14,190712.16,2,146.9,916,0,1,Lotte Dept. Store (Dongnae),4
135000084,명륜동지하철역,1,0,양산시,,명륜동지하철역,0,58084,207238.6321,190684.5475,34,70,30,3880045900,207231.14,190688.7,1,119.9,916,0,1,Myeongnyundong Subway Stn.,2
135000087,명륜역,1,0,양산시,,명륜역,0,58087,207255.9635,190787.0276,214,70,30,3880045800,207265.52,190781.74,2,664.6,916,0,1,Myeongnyun Station,19
135000117,온천장,1,0,양산시,,온천장,0,58117,207597.6761,191197.4483,221,70,30,3880045800,207609.08,191189.3,1,131,916,0,1,Oncheonjang,8
135000121,온천장,1,0,양산시,,온천장,0,58121,207670.9532,191232.7452,41,70,30,3880045900,207662.78,191238.6,3,818,916,0,1,Oncheonjang,4
137000034,구포,1,0,양산시,,구포,0,55034,200377.984,190785.5473,194,70,30,3880043600,200384.27,190784.27,3,850.6,916,0,1,Gupo,13
137000037,북구문화빙상센타,1,0,양산시,,북구문화빙상센타,0,55037,200426.5137,190867.6935,14,70,30,3880043700,200416.99,190869.64,2,343.7,916,0,1,Bukgu Cultural  Ice Center,12
137000038,구포시장.덕천지하철,1,0,양산시,,구포시장.덕천지하철,0,55038,200411.0301,190613.6535,160,70,30,3880043600,200420.65,190616.47,4,996.4,916,0,1,Gupo Market. Doekcheon Subway,2
137000040,구룡사,1,0,양산시,,구룡사,0,55040,200419.1308,191017.0228,194,70,30,3880043600,200431.32,191014.53,2,627.5,916,0,1,Guryongsa Temple,11
137000041,덕천교차로.덕천지하,1,0,양산시,,덕천교차로.덕천지하,0,55041,200442.6161,190615.5339,340,70,30,3880043700,200437.03,190613.89,1,91.2,916,0,1,Doekcheon Intersection,12
137000044,구룡사,1,0,양산시,,구룡사,0,55044,200462.6202,191045.7385,14,70,30,3880043700,200453.41,191047.62,3,520.6,916,0,1,Guryongsa Temple,4
137000047,삼진여객차고지,1,0,양산시,,삼진여객차고지,0,55047,200467.1655,191062.4618,14,70,30,3880043700,200456.9613,200456.9613,4,537.4,916,0,1,Samjin Bus Garage,5
137000059,화명주공정문,1,0,양산시,,화명주공정문,0,55059,200691.534,191471.3621,44,70,30,3880043700,200683.29,191477.8,5,975.2,916,0,1,Hwamyeong Jugong Main Gate,14
137000060,화명주공정문,1,0,양산시,,화명주공정문,0,55060,200693.753,191530.3137,224,70,30,3880043600,200700.9,191524.73,1,58.4,916,0,1,Hwamyeong Jugong Main Gate,14
137000061,화명주공정문,1,0,양산시,,화명주공정문,0,55061,200716.1494,191504.3886,44,70,30,3880043700,200708.66,191510.24,6,1013.4,916,0,1,Hwamyeong Jugong Main Gate,6
137000067,수정지하철역,1,0,양산시,,수정지하철역,0,55067,200806.2961,191797.8163,202,70,30,3880040400,200815.86,191794.59,1,66.1,916,0,1,Sujeong Subway Stn.,6
137000070,수정지하철역,1,0,양산시,,수정지하철역,0,55070,200842.7078,191808.7884,22,70,30,3880040500,200837.09,191810.69,1,274.3,916,0,1,Sujeong Subway Stn.,15
137000073,화명주공후문,1,0,양산시,,화명주공후문,0,55073,200893.4978,192057.5273,208,70,30,3880043800,200901.7,192053.94,1,56.4,916,0,1,Hwamyeong Jugong Back Gate,14
137000075,화명주공후문,1,0,양산시,,화명주공후문,0,55075,200929.6785,192067.0392,28,70,30,3880043900,200924.7,192069.22,1,231.1,916,0,1,Hwamyeong Jugong Back Gate,5
137000080,화정마을,1,0,양산시,,화정마을,0,55080,201026.144,195034.5724,324,70,30,3880040100,201022.81,195032.57,1,209.5,916,0,1,Hwajeong Village,1
137000081,화정마을,1,0,양산시,,화정마을,0,55081,201033.791,194979.3015,141,70,30,3880040000,201037.87,194982.05,1,564.2,916,0,1,Hwajeong Village,9
137000083,북부경찰서,1,0,양산시,,북부경찰서,0,55083,201073.5683,192373.3794,219,70,30,3880044000,201080.35,192368.89,1,98.4,916,0,1,Bukbu Police Station,4
137000084,북부경찰서,1,0,양산시,,북부경찰서,0,55084,201097.0537,192358.7265,39,70,30,3880044100,201093.24,192361.26,1,307.5,916,0,1,Bukbu Police Station,10
137000085,금곡주공7단지,1,0,양산시,,금곡주공7단지,0,55085,201126.5361,195652.1938,37,70,30,3880042900,201114.54,195659.49,1,128.8,916,0,1,Geumgok Jugong 7-danji,19
137000086,금곡동사무소,1,0,양산시,,금곡동사무소,0,55086,201150.1699,194851.5264,72,70,30,3880040300,201143.13,194847.92,1,320.8,916,0,1,Geumgokdong Office,4
137000087,금곡동사무소,1,0,부산광역시,,금곡동사무소,0,55087,201126.6763,194842.3946,72,70,30,3880040200,201128.62,194843.39,1,12.3,916,0,1,Geumgokdong Office,4
137000089,율리부락,1,0,양산시,,율리부락,0,55089,201171.6672,194484.2342,182,70,30,3880044800,201175.98,194484.09,1,49.6,916,0,1,Yulli Village,7
137000091,금곡주공7단지,1,0,양산시,,금곡주공7단지,0,55091,201169.7534,195797.5324,208,70,30,3880042800,201176.58,195794.55,1,437.3,916,0,1,Geumgok Jugong 7-danji,4
137000092,벽산아파트,1,0,양산시,,벽산아파트,0,55092,201183.8182,194206.4497,165,70,30,3880045000,201190.49,194207.94,1,13.5,916,0,1,Byeoksan Apt.,17
137000093,율리부락,1,0,양산시,,율리부락,0,55093,201194.2286,194483.4141,2,70,30,3880044900,201190.99,194483.52,1,267.5,916,0,1,Yulli Village,13
137000095,대림아파트,1,0,양산시,,대림아파트,0,55095,201195.9279,192793.1619,191,70,30,3880044200,201206.67,192791.5,2,313.3,916,0,1,Daelim Apt.,14
137000096,벽산아파트,1,0,양산시,,벽산아파트,0,55096,201209.1513,194204.7993,345,70,30,3880045100,201206.69,194204.25,1,342.1,916,0,1,Byeoksan Apt.,11
137000099,대림아파트,1,0,양산시,,대림아파트,0,55099,201230.9538,192770.2274,11,70,30,3880044300,201218.86,192772.09,1,334,916,0,1,Daelim Apt.,11
137000101,와석,1,0,양산시,,와석,0,55101,201228.1161,193003.4132,192,70,30,3880044200,201242,193000.97,1,102.3,916,0,1,Waseok,2
137000103,대림아파트,1,0,양산시,,대림아파트,0,55103,201250.9332,192936.02,12,70,30,3880044300,201230.75,192936.99,2,499.4,916,0,1,Daelim Apt.,16
137000105,와석,1,0,양산시,,와석,0,55105,201272.4305,193050.5925,12,70,30,3880044300,201266.1,193051.7,3,615.8,916,0,1,Waseok,16
137000108,화신중학교,1,0,양산시,,화신중학교,0,55108,201264.6433,193401.8615,183,70,30,3880044400,201272.35,193401.54,2,160.8,916,0,1,Hwasin M. S.,10
137000111,화명삼거리,1,0,양산시,,화명삼거리,0,55111,201270.9209,193513.7435,183,70,30,3880044400,201276.98,193513.49,1,49.6,916,0,1,Hwamyeong Samgeori,20
137000112,북구보건소,1,0,양산시,,북구보건소,0,55112,201276.8685,193773.8446,175,70,30,3880045400,201283.01,193774.27,1,94.8,916,0,1,Bukgu Health Center,8
137000113,화신중학교,1,0,양산시,,화신중학교,0,55113,201290.2074,193445.2701,3,70,30,3880044500,201289.18,193445.31,1,347.5,916,0,1,Hwasin M. S.,3
137000114,북구보건소,1,0,양산시,,북구보건소,0,55114,201300.6095,193625.9556,5,70,30,3880044700,201298.28,193626.12,1,66.5,916,0,1,Bukgu Health Center,10
137000116,북구보건소,1,0,양산시,,북구보건소,0,55116,201280.9023,193618.5641,185,70,30,3880044600,201297.71,193617.85,1,30.3,916,0,1,Bukgu Health Center,2
137000123,유림아파트,1,0,양산시,,유림아파트,0,55123,201362.5606,196333.6877,204,70,30,3880043000,201369.56,196331.12,1,513.8,916,0,1,Yurim Apt.,18
137000131,유림아파트,1,0,양산시,,유림아파트,0,55131,201391.8863,196332.2474,24,70,30,3880043100,201386.69,196334.16,1,142,916,0,1,Yurim Apt.,4
137000144,금곡 지하철역,1,0,양산시,,금곡 지하철역,0,55144,201612.7736,196824.9443,29,70,30,3880063900,201609.05,196826.65,1,39,916,0,1,Geumgok Subway Stn.,4
137000145,금곡지하철역,1,0,양산시,,금곡지하철역,0,55145,201606.0506,196875.6242,209,70,30,3880063800,201613.49,196872.19,1,777.5,916,0,1,Geumgok Subway Stn.,10
140000037,녹동마을,1,0,양산시,,녹동마을,0,57037,207670.6975,199998.538,310,70,30,3880063500,207672.94,200000.64,1,2065.5,916,0,1,Nokdong Village,15
140000040,스파쇼핑,1,0,양산시,,스파쇼핑,0,57040,207727.4433,191367.0116,220,70,30,3880045600,207731.96,191363.91,3,532.8,916,0,1,Oncheonjang,4
140000044,온천장,1,0,양산시,,온천장,0,57044,207743.8509,191346.7076,40,70,30,3880045700,207740.12,191349.26,1,77.9,916,0,1,Oncheonjang,14
140000045,스파쇼핑,1,0,양산시,,스파쇼핑,0,57045,207748.9736,191398.3978,220,70,30,3880045600,207753.45,191395.33,2,495.1,916,0,1,Oncheonjang,18
140000057,온천장,1,0,양산시,,온천장,0,57057,207787.1259,191408.2397,29,70,30,3880045700,207781.76,191410.69,2,152.8,916,0,1,Oncheonjang,7
140000077,온천장지하철역,1,0,양산시,,온천장지하철역,0,57077,207897.153,191729.2728,209,70,30,3880045600,207908.44,191724.12,1,133.8,916,0,1,Oncheonjang Subway Stn.,20
140000078,온천장지하철역,1,0,양산시,,온천장지하철역,0,57078,207972.4429,191795.9359,29,70,30,3880045700,207960.28,191801.49,3,579.4,916,0,1,Oncheonjang Subway Stn.,19
140000120,범어사입구,1,0,양산시,,범어사입구,0,57120,208149.4201,197680.3024,271,70,30,3880041900,208149.35,197674.39,1,72.7,916,0,1,Beomeosa Temple,16
140000124,범어사입구,1,0,양산시,시외고속버스터미널 방면,범어사입구,0,57124,208196.2834,197655.5075,91,70,30,3880041800,208196.32,197658.86,1,101.5,916,0,1,Beomeosa Temple,2
140000127,삼신교통기점,1,0,부산광역시,시외고속버스터미널 방면,삼신교통기점,0,57127,208240.2266,197594.4055,269,70,30,3880049500,208240.26,197592.36,2,18.6,916,0,1,Samsin Bus (Starting Point),3
140000129,부산대학교,1,0,양산시,,부산대학교(부곡2동),0,57129,208228.2819,192458.5461,209,70,30,3880031201,208239.48,192453.47,1,164.5,916,0,1,Busan National Univ.,6
140000130,범어사입구,1,0,양산시,,범어사입구,0,57130,208224.974,197576.652,269,70,30,3880049400,208225.007,197578.8324,1,129,916,0,1,Beomeosa Temple,20
140000132,삼신교통,1,0,부산광역시,,삼신교통,0,57132,208247.5024,197594.6856,89,70,30,3880049500,208247.54,197592.47,1,14.3,916,0,1,Samsin Bus,5
140000133,삼신교통,1,0,양산시,,삼신교통,0,57133,208242.2064,197574.4316,89,70,30,3880049400,208242.15,197579.07,2,146.2,916,0,1,Samsin Bus,1
140000134,부산대학교,1,0,양산시,,부산대학교(부곡2동),0,57134,208269.94,192465.3775,29,70,30,3880031301,208262.86,192468.6,1,520.4,916,0,1,Busan National Univ.,10
140000141,두실지하철역,1,0,양산시,,두실지하철역,0,57141,208303.0521,195767.4264,181,70,30,3880041200,208313.42,195767.31,1,205,916,0,1,Dusil Subway Stn.,8
140000142,금정이마트,1,0,양산시,,금정이마트,0,57142,208307.3417,194907.2474,165,70,30,3880039000,208321.56,194910.27,1,295.5,916,0,1,Emart (Geumjeong),7
140000144,행림병원,1,0,양산시,,행림병원,0,57144,208306.3435,195305.5857,180,70,30,3880041000,208314.3,195305.62,1,405.5,916,0,1,Haenglim Hospital,13
140000145,행림병원,1,0,양산시,,행림병원,0,57145,208336.1807,195248.7545,1,70,30,3880041100,208329.44,195248.73,1,49,916,0,1,Haenglim Hospital,2
140000146,두실지하철역,1,0,양산시,,두실지하철역,0,57146,208338.5317,195762.3454,1,70,30,3880041300,208328.31,195762.47,1,55.3,916,0,1,Dusil Subway Stn.,10
140000147,태광산업,1,0,양산시,,태광산업,0,57147,208350.9466,194742.425,163,70,30,3880039400,208359.92,194744.75,1,69.2,916,0,1,Taekwang Industrial Co.,3
140000148,경남한신아파트,1,0,양산시,,경남한신아파트,0,57148,208352.9594,193262.1041,189,70,30,3880039600,208366.27,193260.32,2,396.2,916,0,1,Gyeongnam Hanshin Apt.,6
140000152,남산볼링장,1,0,양산시,,남산볼링장,0,57152,208361.8108,196296.6905,192,70,30,3880032200,208369.6,196295.38,1,167.3,916,0,1,Namsan Bowling Center,19
140000156,남산볼링장,1,0,양산시,,남산볼링장,0,57156,208378.5565,196238.349,12,70,30,3880032300,208375.34,196238.89,1,272.8,916,0,1,Namsan Bowling Center (1572),16
140000157,태광산업,1,0,양산시,,태광산업,0,57157,208382.6563,194619.9209,163,70,30,3880039200,208391.58,194622.23,1,60.7,916,0,1,Taekwang Industrial Co.,3
140000158,태광산업,1,0,양산시,,태광산업,0,57158,208387.4574,194726.8019,343,70,30,3880039500,208380.53,194725.01,1,46.6,916,0,1,Taekwang Industrial Co.,8
140000159,경남한신아파트,1,0,양산시,,경남한신아파트,0,57159,208394.0979,193345.1504,9,70,30,3880039700,208392.78,193345.33,1,494.6,916,0,1,Gyeongnam Hanshin Apt.,9
140000161,GS마트,1,0,양산시,,GS마트,0,57161,208397.2078,193584.8075,189,70,30,3880039600,208409.54,193583.16,1,72.4,916,0,1,GS Mart,1
140000165,침례병원,1,0,양산시,,침례병원,0,57165,208410.5797,196598.4398,192,70,30,3880032400,208420.44,196596.78,1,55.5,916,0,1,Chimgye Hospital,18
140000167,범어사역,1,0,양산시,,범어사역,0,57167,208419.3073,197499.8269,179,70,30,3880040800,208427.37,197499.93,1,168.3,916,0,1,Beomeosa Station(1618),6
140000168,팔송,1,0,양산시,,팔송,0,57168,208418.1772,197350.1875,183,70,30,3880040800,208427.66,197349.78,2,317.8,916,0,1,Palsong,14
140000169,청룡초등학교,1,0,양산시,,청룡초등학교,0,57169,208421.3613,197247.3173,179,70,30,3880041600,208428.84,197247.45,1,89.8,916,0,1,Chopyeong Elem. School,11
140000172,GS마트,1,0,부산광역시,,GS마트,0,57172,208439.262,193636.1076,9,70,30,3880039700,208431.87,193637.1,2,788.9,916,0,1,GS Mart,15
140000173,부산산업보건센타,1,0,양산시,,부산산업보건센타,0,57173,208444.9786,197606.6079,359,70,30,3880040900,208441.1,197606.56,2,270.5,916,0,1,Busan Industrial Health Center,2
140000174,팔송,1,0,양산시,,팔송,0,57174,208448.0226,197373.092,3,70,30,3880040900,208443.6,197373.28,1,39.8,916,0,1,Palsong,5
140000175,침례병원,1,0,양산시,,침례병원,0,57175,208451.0335,196610.8022,12,70,30,3880032500,208438.35,196612.93,1,159.3,916,0,1,Chimgye Hospital,16
140000176,청룡초등학교,1,0,양산시,,청룡초등학교,0,57176,208448.4103,197239.6758,359,70,30,3880041700,208443.91,197239.6,1,436.6,916,0,1,Chopyeong Elem. School (1576),7
140000177,금정구청부산가톨릭대,1,0,양산시,,금정구청부산가톨릭대,0,57177,208444.8961,193969.4131,189,70,30,3880043400,208457.5,193967.86,1,188.5,916,0,1,"""Geumjeonggu Office,  Catholic Univ. of Busan""",4
140000178,GS마트.부산카톨릭대,1,0,양산시,,GS마트.부산카톨릭대,0,57178,208458.334,193765.473,9,70,30,3880043500,208447.97,193766.74,1,118.5,916,0,1,"""GS Mart, Catholic Univ. of Busan""",20
140000179,금정구청부산가톨릭대,1,0,양산시,,금정구청부산가톨릭대,0,57179,208479.3693,193987.4666,9,70,30,3880043500,208475.12,193987.99,2,340.1,916,0,1,"""Geumjeonggu Office,  Catholic Univ. of Busan""",7
140000181,노포삼거리,1,0,양산시,,노포삼거리,0,57181,208484.8467,198192.9931,191,70,30,3880042600,208498.43,198190.78,1,368.3,916,0,1,Nopo Samgeori,13
140000182,노포삼거리,1,0,양산시,,노포삼거리,0,57182,208519.1962,198180.6507,11,70,30,3880042700,208512.11,198181.8,1,83.3,916,0,1,Nopo Samgeori,4
140000184,노포동,1,0,울산광역시,,노포동,0,30595,208583.3415,198558.565,210,70,30,1960237812,208584.13,198558.35,3,2185.4,916,0,0,Nopodong,1
140000185,노포동,1,0,울산광역시,,노포동,0,30596,208596.4412,198554.6442,30,70,30,1960237912,208594.76,198555.09,1,12.4,916,0,0,Nopodong,11
140000203,금정체육공원경륜장,1,0,울산광역시,,금정체육공원경륜장,0,30593,208963.2311,199454.3811,210,70,30,1960237812,208968.01,199450.35,2,1215.3,916,0,0,Geumjeong Sports Complex (Velodrome),15
140000205,금정체육공원경륜장,1,0,울산광역시,,금정체육공원경륜장,0,30594,208991.3359,199445.7594,20,70,30,1960237912,208984.62,199451.43,2,985.7,916,0,0,Geumjeong Sports Complex (Velodrome),18
140000217,두구동입구,1,0,울산광역시,,두구동입구,0,30591,209369.6087,200122.3923,220,70,30,1960237812,209371.9184,200121.9723,1,435.2,916,0,0,Dugudong Entrance,6
140000220,두구동입구,1,0,울산광역시,,두구동입구,0,30592,209386.9566,200116.1711,25,70,30,1960237912,209382.4443,200117.9115,3,1761.5,916,0,0,Dugudong Entrance,13
140000221,녹동마을,1,0,양산시,,녹동마을,0,57221,207644.8117,200001.0285,133,70,30,3880063400,207648.55,200004.56,1,204,916,0,1,Nokdong Village,9
145000046,임곡마을,1,0,울산광역시,,임곡마을,0,30579,212296.0997,206136.4143,225,70,30,1960237809,212303.69,206130.13,4,1709.1,916,0,0,Imgok Village,6
145000047,임곡마을,9,0,울산광역시,,임곡마을,,0,212284.451,206122.3878,219,70,30,1960237809,212291.5694,206115.4985,5,1743.2,916,0,2,,20
145000048,임곡마을,1,0,울산광역시,,임곡마을,0,30580,212311.5091,206105.9283,45,70,30,1960237909,212304.2,206111.98,1,159.3,916,0,0,Imgok Village,2
145000049,임곡마을,9,0,울산광역시,,임곡마을,,0,212324.3046,206121.1022,39,70,30,1960237909,212314.671,206124.621,2,177.2,916,0,2,,8
145000050,월평삼거리,1,0,울산광역시,,월평삼거리,0,30577,212823.0633,206858.5362,225,70,30,1960237809,212824,206857.92,3,819.1,916,0,0,Wolpyeong Samgeori,17
145000053,월평삼거리,1,0,울산광역시,,월평삼거리,0,30578,212852.9005,206867.9781,45,70,30,1960237909,212847.02,206871.83,3,1082.6,916,0,0,Wolpyeong Samgeori,19
145067001,월내,7,0,부산광역시,,월내,0,67001,225180.9546,203350.0653,61,70,30,1450011904,225179.6454,203351.6613,1,50.1,916,0,0,Wollae,3
145067002,월내,7,0,부산광역시,,월내,0,67002,225177.045,203366.9101,241,70,30,1450012004,225178.1914,203365.5932,1,42,916,0,0,Wollae,18
145067003,월내농협,7,0,부산광역시,,월내농협,0,67003,225369.5123,203466.7816,61,70,30,1450011902,225367.7062,203468.433,1,16.3,916,0,0,National Agricultural Cooperative Federation (N.A.C.F) (Wollae),1
145067004,월내농협,7,0,부산광역시,,월내농협,0,67004,225367.142,203485.7789,241,70,30,1450012002,225368.4472,203484.4428,1,83.8,916,0,0,National Agricultural Cooperative Federation (N.A.C.F) (Wollae),12
192011101,중앙여고,1,0,울산광역시,농수산물유통센터정문 방면,중앙여고,0,11101,231160.8950209,228521.79012587,96,70,30,1920134200,231162.46827986,228529.00013071,1,264.2,984,3111052000,0,Jungang Girls H. S.,15
192011102,중앙여고,1,0,울산광역시,롯데백화점후문앞 방면,중앙여고,0,11102,231162.18061948,228543.64530176,276,70,30,1920134100,231161.53010668,228537.14463019,2,439,984,3111052000,0,Jungang Girls H. S.,18
192011104,강변이편한세상,1,0,울산광역시,,강변이편한세상,0,11104,231510.57783516,228662.56317058,95,70,30,1920134400,231512.50076114,228670.21780991,1,120,984,3111052000,0,riverside daelim-apt,3
192011105,강변이편한세상,1,0,울산광역시,,강변이편한세상,,11105,231352.44920959,228701.13112803,275,70,30,1920022202,231351.17627881,228693.55119084,1,42.8,984,0000000000,2,riverside daelim-apt,2
192011106,대산빌라,1,0,울산광역시,학성교방면,대산빌라,,11106,231444.36950819,228512.1481365,278,70,30,1920134100,231443.69841476,228504.89022477,1,154.9,984,0000000000,2,daesan villa,18
192011107,대산빌라,1,0,울산광역시,강변이편한세상 방면,대산빌라,,11107,231440.51271245,228490.9357599,98,70,30,1920134200,231442.86089202,228496.925926,2,546.5,984,0000000000,2,daesan villa,7
192011201,구동중학교앞,1,0,울산광역시,,구동중학교앞,0,11201,230706.43592222,230848.08075971,165,70,30,1920046000,230719.55,230852.35,1,33.7,981,3111064000,0,old Dong M. S.,18
192011202,구동중학교앞,1,0,울산광역시,,구동중학교앞,0,11202,230756.57426691,230745.87567245,340,70,30,1920045900,230753.75,230745,2,452.4,981,3111062000,0,old Dong M. S.,8
192011203,약사중학교,1,0,울산광역시,,약사중학교,0,11203,230836.2814,230343.4833,165,70,30,1920046000,230849.13,230347.31,2,555.8,936,3111064000,0,Yaksa middle school,6
192011204,약사중학교,1,0,울산광역시,,약사중학교,0,11204,230867.1357,230342.1977,340,70,30,1920045900,230864.31,230341.58,1,35.4,936,3111062000,0,Yaksa middle school,5
192011205,선우시장,1,0,울산광역시,,선우시장,0,11205,231085.6875,230236.1358,85,70,30,1920045400,231086.28,230246.39,1,219.5,936,3111052000,0,seonwoo market,9
192011206,선우시장,1,0,울산광역시,,선우시장,0,11206,231109.4711,230265.0618,260,70,30,1920045000,231107.06,230254.27,1,77.3,936,3111052000,0,seonwoo market,7
192011301,한국폴리텍대학앞,1,0,울산광역시,,한국폴리텍대학앞,0,11301,231632.0024,231426.6547,135,70,30,1920077000,231634.71,231428.36,1,169.7,916,3111063000,0,Korea Polytechnics,9
192011302,한국폴리텍대학앞,1,0,울산광역시,,한국폴리텍대학앞,0,11302,231592.5633,231507.1805,330,70,30,1920076900,231591.33,231506.49,2,540.7,916,3111063000,0,Korea Polytechnics,3
192011303,산전교앞,1,0,울산광역시,,산전교앞,0,11303,231712.4811,231251.9704,135,70,30,1920077000,231716.87,231254.1,2,361.7,916,3111063000,0,Sanjeon Bridge,7
192011304,산전교앞,1,0,울산광역시,,산전교앞,0,11304,231717.2986,231272.8445,330,70,30,1920076900,231714.8,231271.63,1,284.8,916,3111063000,0,Sanjeon Bridge,4
192011305,산전마을,1,0,울산광역시,,산전마을,0,11305,231759.6332,230889.7692,170,70,30,1920047000,231761.93,230890.11,1,100.6,916,3111063000,0,Sanjeon Village,20
192011306,산전마을,1,0,울산광역시,,산전마을,0,11306,231775.8262,230874.0661,350,70,30,1920046900,231770.61,230873.44,2,508.4,916,3111063000,0,Sanjeon Village,6
192011307,현대골든아파트앞,1,0,울산광역시,,현대골든아파트앞,0,11307,231695.9333,230602.0626,190,70,30,1920047000,231698.63,230600.95,2,391.7,916,3111063000,0,Hyundai Golden Apt.,12
192011308,현대골든아파트앞,1,0,울산광역시,,현대골든아파트앞,0,11308,231743.1514,230681.8883,20,70,30,1920046900,231739.54,230683.2,1,319.6,916,3111063000,0,Hyundai Golden Apt.,20
192011400,동중학교,1,0,울산광역시,골드클래스 방면,동중학교,,11400,231060.5863,232034.1314,27,70,30,1920129500,231053.9749,232036.7978,1,430.1,947,0,2,Dong Middle School,2
192011401,성혜마을,1,0,울산광역시,,성혜마을,0,11401,231277.0335,233307.4143,150,70,30,1920120008,231282.31,233309.19,1,22.4,916,3120053000,0,Sunghyeu Village,11
192011402,성혜마을,1,0,울산광역시,,성혜마을,0,11402,231296.4685,233312.0752,330,70,30,1920119908,231293.3,233311.02,1,70.9,916,3120053000,0,Sunghyeu Village,8
192011403,장현마을,1,0,울산광역시,,장현마을,0,11403,231353.9568,232548.9653,135,70,30,1920120006,231355.77,232550.94,1,664.8,916,3111063000,0,Janghyeon Village,5
192011404,장현마을,1,0,울산광역시,,장현마을,0,11404,231366.2398,232561.5477,315,70,30,1920119906,231364.28,232559.59,1,21.9,916,3111063000,0,Janghyeon Village,3
192011405,서동현대,1,0,울산광역시,,서동현대,0,11405,231432.7991,231882.3448,169,70,30,1920114204,231440.6863,231880.4473,1,38,954,3111063000,0,Seodong hyundai,17
192011406,서동현대,1,0,울산광역시,,서동현대,0,11406,231452.0831,231887.4872,348,70,30,1920114104,231445.3469,231885.6244,1,63,954,3111063000,0,Seodong hyundai,16
192011407,동중학교,1,0,울산광역시,내약마을 방면,동중학교,,11407,231040.0167,232044.4161,207,70,30,1920129600,231046.2785,232039.3354,1,10.3,947,0,2,Dong Middle School,7
192011408,골드클래스,1,0,울산광역시,,골드클래스,,11408,231254.3955,232448.1361,55,70,30,1920129700,231252.8614,232452.0483,1,484.5,930,0,2,Goldclass,9
192011409,골드클래스,1,0,울산광역시,,골드클래스,,11409,231247.9981,232466.6887,235,70,30,1920129800,231249.6053,232459.509,1,148.1,930,0,2,Goldclass,1
192011410,KCC스위첸,1,0,울산광역시,골드클래스 방면,KCC스위첸,,11410,230800.2846,231459.0615,18,70,30,1920129400,230790.4825,231462.5481,1,33.3,945,0,2,KCC switzen,19
192011411,KCC스위첸,1,0,울산광역시,내약마을 방면,KCC스위첸,,11411,230776.501,231467.4179,198,70,30,1920129300,230782.8315,231464.4442,1,204.6,945,0,2,KCC switzen,12
192011412,중구청입구,1,0,울산광역시,골드클래스 방면,중구청입구,,11412,230138.8441,230536.6445,50,70,30,1920131400,230133.7282,230541.896,3,1204.5,949,0,2,Jung-gu District Office,2
192011413,중구청입구,1,0,울산광역시,구영리 방면,중구청입구,,11413,230122.1314,230551.4289,230,70,30,1920131300,230127.5098,230547.1428,1,63.8,949,0,2,Jung-gu District Office,12
192011414,"안전보건공단,동서발전",1,0,울산광역시,골드클래스 방면,"안전보건공단,동서발전",,11414,229039.0146,229903.1658,77,70,30,1920130400,229037.4401,229914.4641,1,281.9,974,0,2,"kosha,ewp",15
192011415,"안전보건공단,동서발전",1,0,울산광역시,구영리 방면,"안전보건공단,동서발전",,11415,229031.9438,229932.0918,257,70,30,1920130300,229034.671,229922.0501,1,87.5,974,0,2,"kosha,ewp",17
192011416,"근로복지공단,산업인력공단",1,0,울산광역시,골드클래스 방면,"근로복지공단,산업인력공단",,11416,228473.994,229783.6051,77,70,30,1920130200,228472.0778,229790.9426,1,355,954,0,2,"""KWC-WS,hrdkorea""",18
192011417,"근로복지공단,산업인력공단",1,0,울산광역시,구영리 방면,"근로복지공단,산업인력공단",,11417,228467.566,229808.6743,257,70,30,1920130100,228469.6632,229798.6,1,297.5,954,0,2,"""KWC-WS,hrdkorea""",2
192011418,한국석유공사,1,0,울산광역시,골드클래스 방면,한국석유공사,,11418,228044.6041,229684.9354,76,70,30,1920131500,228042.4031,229691.8887,2,602.6,955,0,2,KNOC,14
192011419,한국석유공사,1,0,울산광역시,구영리 방면,한국석유공사,,11419,228036.2477,229710.0046,256,70,30,1920131600,228037.7866,229703.1338,1,87.9,955,0,2,KNOC,5
192011420,울산테크노파크,1,0,울산광역시,골드클래스 방면,울산테크노파크,,11420,225401.4134,229528.4138,63,70,30,1920131803,225401.6262,229526.6921,1,262,959,0,2,Ulsan Technopark,1
192011421,울산테크노파크,1,0,울산광역시,구영리 방면,울산테크노파크,,11421,225367.9878,229527.1282,0,70,30,1920131703,225369.0296,229522.4032,1,1169.8,954,0,2,Ulsan Technopark,9
