MYBI_STOPID,MYBI_NAME,STOP_ID,STOP_X,STOP_Y,STOP_X2,STOP_Y2
3100001,동울산우체국,194070404,238981.25576,223865.42201,129.4297,35.51093333
3100002,청량초등학교앞,196024623,227068.82118,221217.80164,129.2983,35.48746667
3100003,청량초등학교앞,196024624,227076.3466,221228.9195,129.2983833,35.48756667
3100004,화봉휴먼시아2단지,195061302,233366.30374,233020.38735,129.3681833,35.59365
3100005,화봉휴먼시아2단지,195061301,233378.33078,233037.07541,129.3683167,35.5938
3100008,진장중학교,195070902,232401.27319,229654.94295,129.3574,35.56335
3100009,진장중학교,195070901,232381.46654,229699.25236,129.3571833,35.56375
3100010,주전마을,195027925,240948.91755,230671.99112,129.4517333,35.5722
3100011,주전마을,195027926,240968.49332,230686.87449,129.45195,35.57233333
3100012,월평삼거리,145000053,212839.52424,206849.6799,129.1412667,35.35825
3100013,월평삼거리,145000050,212828.89118,206868.15635,129.14115,35.35841667
3100014,디아스마트,195070904,232390.21524,230204.12087,129.3573,35.5683
3100015,디아스마트,195070903,232363.11984,230176.28433,129.357,35.56805
3100016,농수산물종합유통센터후문,195030933,232228.10575,231583.05299,129.3555667,35.58073333
3100017,농수산물종합유통센터후문,195030934,232447.23829,231557.95819,129.3579833,35.5805
3100018,농수산물종합유통센터정문,195014824,232298.47964,231337.36147,129.3563333,35.57851667
3100019,농수산물종합유통센터정문,195014818,232325.81944,231296.77717,129.3566333,35.57815
3100020,태화강역앞,193040343,232080.40736,227279.3936,129.3537667,35.54195
3100021,이마트앞,193040428,231592.9644,227068.69705,129.3483833,35.54006667
3100022,사연,196040204,218451.42436,230604.54782,129.20355,35.57226667
3100023,강변벽산아파트,193031712,230832.12899,227678.12757,129.3400167,35.54558333
3100024,강변벽산아파트,193031711,230794.55348,227616.97411,129.3396,35.54503333
3100025,진하해수욕장입구,196023308,231025.66211,209734.30816,129.3414667,35.38385
3100026,진하해수욕장입구,196023307,231019.64639,209721.34291,129.3414,35.38373333
3100027,차량등록사업소,195014822,232243.36902681,230436.04641423,129.35562815,35.57041124
3100028,온산읍주민센터앞,196031606,228525.85836,215328.99155,129.31415,35.43435
3100029,온산읍주민센터앞,196031605,228436.70009,215288.02645,129.3131667,35.43398333
3100030,서생포왜성앞,196023306,230708.07274,210051.2736,129.3379833,35.38671667
3100031,서생포왜성앞,196023305,230702.04692,210043.85601,129.3379167,35.38665
3100032,서생면사무소,196023326,229535.9905,205903.39648,129.3249333,35.34936667
3100033,서생면사무소,196023325,229544.98936,205931.16321,129.3250333,35.34961667
3100034,간절곶,196023314,232302.9452,207014.99572,129.3554167,35.3593
3100035,간절곶,196023313,232289.2523,207031.58897,129.3552667,35.35945
3100036,진목회관,196040206,218922.76389,230620.32757,129.20875,35.5724
3100037,진목회관,196040205,218877.49067,230596.1918,129.20825,35.57218333
3100038,진목,196040208,219341.15084,230671.15247,129.2133667,35.57285
3100039,진목,196040207,219345.71929,230654.51959,129.2134167,35.5727
3100040,입암,196040210,220289.75925,230745.37668,129.2238333,35.5735
3100041,입암,196040209,220282.27559,230715.77212,129.22375,35.57323333
3100042,울산과학기술대학교정문,196040232,217672.395,230598.068,129.19496,35.57222
3100043,울산과학기술대학교정문,196040231,217658.859,230579.149,129.19481,35.57205
3100044,울산과학기술대학교입구,196040230,218129.916,230620.614,129.2,35.57242
3100045,울산과학기술대학교입구,196040229,218124.888,230593.29,129.19995,35.57217
3100046,울산과학기술대학교,196040233,217423.82813,230731.92619,129.1922167,35.57343333
3100047,사연,196040203,218350.25068,230578.44981,129.2024333,35.57203333
3100048,범서읍주민센터,196040212,220902.78169,230253.05465,129.2305833,35.56905
3100049,범서읍주민센터,196040211,220866.48636,230267.76298,129.2301833,35.56918333
3100050,대성농수산,196023328,232075.89191,208242.02369,129.3529667,35.37036667
3100051,대성농수산,196023327,232068.34585,208232.75025,129.3528833,35.37028333
3100052,울산우편집중국앞,195014819,232342.74507,230795.69897,129.3568,35.57363333
3100053,울산우편집중국앞,195014820,232311.03197,230791.88606,129.35645,35.5736
3100056,들꽃학습원,196021329,224474.43526,232479.32956,129.27005,35.58903333
3100057,현대자동차2공장,195030619,234587.68998,228485.18833,129.3814667,35.55273333
3100058,현대자동차2공장,195030620,234541.70402,228653.28982,129.3809667,35.55425
3100059,울산인터넷고등학교앞,196040219,223018.00296,229082.16535,129.2538833,35.55845
3100060,울산인터넷고등학교앞,196040220,223049.71624,229089.6443,129.2542333,35.55851667
3100061,롯데마트,193031118,228618.47786,226122.982,129.31555,35.53163333
3100062,롯데마트,193031117,228589.74317,226126.58921,129.3152333,35.53166667
3100063,백천마을,196040217,222660.95833,229253.2279,129.24995,35.56
3100064,천상청구제네스아파트,196020803,220300.21128,229473.1521,129.2239167,35.56203333
3100065,천상청구제네스아파트,196020804,220289.60187,229486.07273,129.2238,35.56215
3100066,달천농공단지입구,195014507,228696.25078,237187.09103,129.3168,35.63135
3100067,달천농공단지입구,195014508,228708.35514,237177.88424,129.3169333,35.63126667
3100068,그린카운티입구,195014504,229318.38346,237148.43326,129.3236667,35.63098333
3100069,그린카운티입구,195014503,229319.86278,237155.83543,129.3236833,35.63105
3100070,효문동주민센터앞,195040333,232653.88115,231233.24883,129.36025,35.57756667
3100071,효문동주민센터앞,195040334,232680.96563,231262.93478,129.36055,35.57783333
3100072,동구문화원,194061007,238538.80714,221977.30683,129.4247333,35.49393333
3100073,우정동주민센터입구,192021001,228279.0113,228786.60459,129.3119,35.55565
3100074,우정동주민센터입구,192021002,228268.38947,228799.51579,129.3117833,35.55576667
3100075,약사동주민센터앞,192030910,230423.17773,230602.18062,129.3356167,35.57195
3100076,약사동주민센터앞,192030909,230445.676,230650.33657,129.3358667,35.57238333
3100077,야음장생포동주민센터앞,193031216,230710.25971,224878.01169,129.3385667,35.52035
3100078,야음장생포동주민센터앞,193031215,230772.48155,224807.95625,129.33925,35.51971667
3100080,신정5동주민센터앞,193022805,228991.92337,227496.29417,129.3197167,35.544
3100081,신정3동주민센터입구,193063505,228625.45659,227718.86703,129.3156833,35.54601667
3100082,선암동주민센터,193074702,230551.46695,224006.49486,129.3367833,35.5125
3100083,선암동주민센터,193074701,230566.61455,223999.14943,129.33695,35.51243333
3100084,병영1동주민센터앞,192040503,231413.67976,230343.02138,129.3465333,35.56958333
3100085,방어동주민센터,194025008,238488.20341,221083.92056,129.4241333,35.48588333
3100086,방어동주민센터,194025007,238507.87603,221082.15665,129.42435,35.48586667
3100087,반구1동주민센터앞,192031707,230920.22992,228858.2294,129.3410333,35.55621667
3100088,반구1동주민센터앞,192031708,230941.29544,228886.04054,129.3412667,35.55646667
3100089,덕계동주민센터앞,388000309,213653.47792,208515.0931,129.15025,35.37325
3100090,덕계동주민센터앞,388000307,213614.15075,208483.59865,129.1498167,35.37296667
3100091,대현동주민센터앞,193031209,229707.13746,225571.77213,129.3275333,35.52663333
3100092,대송동주민센터,194070606,238020.53702,222940.37963,129.4190667,35.50263333
3100093,다운동주민센터앞,192021115,224866.54146,228907.7471,129.2742667,35.55683333
3100094,다운동주민센터앞,192021116,224878.59116,228920.72543,129.2744,35.55695
3100095,농소2동주민센터,195025301,231412.54794,237954.44203,129.3468167,35.63818333
3100096,농소2동주민센터,195025302,231406.33057,238004.34956,129.34675,35.63863333
3100097,농소1동주민센터앞,195025311,232194.90971,236172.72113,129.3553833,35.6221
3100098,농소1동주민센터앞,195025312,232202.39162,236193.08938,129.3554667,35.62228333
3100099,남목3동주민센터앞,194027715,239084.18091,227645.68459,129.4310167,35.545
3100100,남목3동주민센터앞,194027716,239102.13883,227686.44656,129.4312167,35.54536667
3100101,남목1동주민센터,194024208,238163.53368,226990.77794,129.4208333,35.53913333
3100102,후성앞,193031418,234178.17024,223734.83491,129.37675,35.50993333
3100103,후성앞,193031417,234279.67434,223683.44615,129.3778667,35.50946667
3100104,푸르지오2차아파트,192062802,231371.60887,229847.28401,129.34605,35.56511667
3100105,쌍용하나빌리지입구,196024632,220704.75019,221812.90386,129.2281833,35.49298333
3100106,보건환경연구원앞,193040620,224589.54986,226876.56087,129.27115,35.53853333
3100107,꿈동산유치원,195061401,232493.1905,239161.8654,129.3588,35.64903
3100108,장생포고래박물관,193024811,234652.66486,223024.71624,129.38195,35.50351667
3100109,장생포고래박물관,193024812,234672.22492,223050.68049,129.3821667,35.50375
3100110,한국제지,196015876,231515.02242,212692.82525,129.3469667,35.4105
3100111,한국제지,196015875,231505.83559,212722.3801,129.3468667,35.41076667
3100112,코스모화학,196015878,230685.85555,213453.66027,129.3378667,35.41738333
3100113,코스모화학,196015877,230715.93699,213509.23822,129.3382,35.41788333
3100114,㈜일성,196015880,230691.42354,214038.01751,129.33795,35.42265
3100115,㈜일성,196015879,230712.68701,214015.90017,129.3381833,35.42245
3100118,이진마을입구,196015870,231919.72958,214678.41652,129.3515,35.42838333
3100119,이진마을입구,196015869,231889.62671,214632.08087,129.3511667,35.42796667
3100120,이영산업기계입구,196015868,231914.61564,215689.8985,129.3514833,35.4375
3100121,이영산업기계입구,196015867,231893.41224,215695.37064,129.35125,35.43755
3100122,에쓰오일후문,196015866,231774.30794,216423.52499,129.3499667,35.44411667
3100123,에쓰오일후문,196015865,231763.76481,216408.69347,129.34985,35.44398333
3100124,세진중공업,196015872,231924.81196,214099.64363,129.3515333,35.42316667
3100125,세진중공업,196015871,231894.56261,214093.98858,129.3512,35.42311667
3100126,성진지오텍,196015864,231236.67702,218285.6117,129.3441167,35.46091667
3100127,성진지오텍,196015863,231212.4612,218287.3758,129.34385,35.46093333
3100128,경기화학,196015852,231911.99583,215149.92895,129.3514333,35.43263333
3100129,경기화학,196015851,231895.47602,215114.7366,129.35125,35.43231667
3100131,여천2교앞,193063902,230992.42307,226341.70479,129.3417333,35.53353333
3100132,달천아이파크2차,195014210,229723.81255,237353.19317,129.32815,35.63281667
3100133,달천아이파크2차,195014212,229728.27985,237371.69968,129.3282,35.63298333
3100134,달천아이파크1차,195014211,229895.26964,237546.08694,129.33005,35.63455
3100135,달천아이파크1차,195014209,229881.77594,237518.30315,129.3299,35.6343
3100138,동울산우체국,194070403,238991.85059,223863.61969,129.4298167,35.51091667
3100139,광명교회,194070503,238824.64136,223371.00016,129.42795,35.50648333
3100140,방어진시장,194061102,238434.52545,220904.31754,129.4235333,35.48426667
3100141,방어진시장,194061101,238443.48119,220932.0941,129.4236333,35.48451667
3100142,남목고등학교,194024205,237933.39821,226727.20934,129.4182833,35.53676667
3100143,남목고등학교,194024206,237943.80893,226767.9357,129.4184,35.53713333
3100144,현대중공업울산대학병원앞,194024254,,,,
3100145,현대중공업울산대학병원앞,194024220,,,,
3100146,옥현주공2단지,193075601,223698.00983,227364.18981,129.2613333,35.54295
3100147,옥현주공2단지,193030720,223726.62553,227403.09883,129.26165,35.5433
3100148,동울산우체국,194024226,,,,
3100149,동울산우체국,194024225,,,,
3100150,현대중공업해양사업부정문앞,194024246,237147.70892,221923.34831,129.4094,35.4935
3100151,현대중공업해양사업부정문앞,194024245,237015.0311,222190.93438,129.40795,35.49591667
3100152,우미린2차구영2차푸르지오앞,196020415,,,,
3100153,우미린2차구영2차푸르지오앞,196020416,,,,
3100154,우미린1차아파트앞,196020421,221816.42757,231048.54757,129.2406833,35.5762
3100155,우미린1차아파트앞,196020422,221865.01254,230952.50755,129.2412167,35.57533333
3100156,문수실버복지관앞,196030500,222971.66804,226533.8547,129.2533,35.53548333
3100157,굿모닝힐아파트,196020424,221767.73997,231190.81694,129.24015,35.57748333
3100158,굿모닝힐아파트,196020423,221701.2404,231203.59981,129.2394167,35.5776
3100159,화진중학교앞,196026905,238368.53402,222187.38569,129.4228667,35.49583333
3100160,화진중학교앞,194026906,238383.66631,222183.75249,129.4230333,35.4958
3100161,남부초등학교,193064602,229055.81619,225040.76209,129.3203333,35.52186667
3100162,남부초등학교,193064601,229063.44109,225022.29451,129.3204167,35.5217
3100163,수암동주민자치센터앞,193022906,228910.16778,225201.1704,129.3187333,35.52331667
3100164,수암동주민자치센터앞,193022903,228910.35307,225143.84548,129.3187333,35.5228
3100165,화암중학교앞,194026506,,,,
3100166,화암중학교앞,194026505,,,,
3100167,호반베르디움아파트앞,196020417,222157.56754,230555.65081,129.2444333,35.57175
3100168,호반베르디움아파트앞,196020418,222251.27638,230542.93908,129.2454667,35.57163333
3100171,중앙전통시장,192024714,229482.14693,228705.43012,129.3251667,35.55488333
3100172,중부경찰서앞,192040501,231708.01516,230423.57854,129.3497833,35.5703
3100173,주공1단지,196020420,222454.11818,230386.2655,129.2477,35.57021667
3100174,주공1단지,196020419,222495.05073,230330.89248,129.24815,35.56971667
3100175,농협웅상지점,196076901,215488.78141,213087.28684,129.1705333,35.41443333
3100176,옥동중학교앞,193040604,225696.73173,226598.59749,129.28335,35.536
3100177,쌍용하나빌리지입구,196024629,220820.06146,221652.29299,129.22945,35.49153333
3100179,신선여고,193074902,229616.95194,225416.14015,129.3265333,35.52523333
3100180,신선여고,193074901,229600.40591,225392.0465,129.32635,35.52501667
3100181,삼일아파트앞,192072801,231365.81593,230206.01138,129.346,35.56835
3100182,삼일아파트,192072802,231387.00428,230194.99053,129.3462333,35.56825
3100183,산하,195026343,239918.77136,237026.89156,129.4406833,35.62951667
3100184,산하,195026344,239949.29558,236954.90735,129.4410167,35.62886667
3100185,매곡푸르지오아파트앞,195025525,231944.61449,238603.56965,129.3527167,35.64401667
3100186,매곡푸르지오아파트앞,195025526,231955.2875,238572.17009,129.3528333,35.64373333
3100187,동서그린아파트앞,193064307,229728.75506,225889.90702,129.3277833,35.5295
3100188,남외중학교앞,192062805,231594.55121,230040.38819,129.3485167,35.56685
3100189,남외중학교앞,192062806,231626.21487,230058.99282,129.3488667,35.56701667
3100190,극동스타클래스아파트앞,195025527,231540.05649,238180.50064,129.3482333,35.64021667
3100191,극동스타클래스아파트앞,195025528,231463.29896,238115.505,129.3473833,35.63963333
3100192,롯데인벤스앞,193040532,230008.00589,226011.03758,129.3308667,35.53058333
3100193,롯데인벤스앞,193040531,229979.55542,225929.5776,129.33055,35.52985
3100194,달동현대아파트앞,193040412,,,,
3100195,현대자동차앞,192073302,229543.55006,228872.06184,129.32585,35.55638333
3100196,은월아파트앞,193064014,227460.74393,227062.44322,129.3028167,35.54013333
3100197,우주가든앞,193064012,227221.75476,227120.88736,129.3001833,35.54066667
3100198,선바위입구,196020741,221279.33931,231376.40947,129.2347667,35.57916667
3100199,선바위입구,196020742,221285.41566,231359.78113,129.2348333,35.57901667
3100200,선바위,196020739,221315.07884,231592.85148,129.2351667,35.58111667
3100201,선바위,196020740,221327.20511,231574.38805,129.2353,35.58095
3100202,광로교앞,196023607,230032.94836,226234.8753,129.33115,35.5326
3100203,광로교앞,193023608,230025.34394,226249.64302,129.3310667,35.53273333
3100204,말미,192021104,224106.72511,231045.19304,129.26595,35.57611667
3100205,말미,192021103,224103.75659,231026.6926,129.2659167,35.57595
3100206,다운교,192021101,224042.313,231401.91543,129.26525,35.57933333
3100207,다운교,192021102,224049.86832,231400.08732,129.2653333,35.57931667
3100208,내사,196021333,224194.05544,232267.75496,129.26695,35.58713333
3100209,내사,192021334,224195.6442,232240.02113,129.2669667,35.58688333
3100210,개안사입구,192021331,224474.88669,232314.75144,129.27005,35.58755
3100211,개안사입구,192021332,224488.50166,232307.39159,129.2702,35.58748333
3100212,백양초등학교앞,192023902,228756.69606,231081.15191,129.31725,35.57631667
3100213,백양초등학교앞,192023901,228759.57152,231125.54233,129.3172833,35.57671667
3100214,신일중학교앞,193031304,228232.22555,225419.05891,129.3112667,35.5253
3100215,신일중학교앞,193031303,228255.21636,225319.27484,129.3115167,35.5244
3100216,양정힐스테이트앞,195030621,234746.49625,228062.33394,129.3832,35.54891667
3100217,양정힐스테이트앞,195030622,234732.34872,228202.81886,129.38305,35.55018333
3100218,SK스포츠센터앞,193074502,229966.98292,225169.51359,129.3303833,35.523
3100219,SK스포츠센터앞,193074501,229982.14047,225158.46919,129.33055,35.5229
3100220,청강빌라,193064004,230319.57591,224619.63975,129.33425,35.51803333
3100221,청강빌라,193064003,230316.53022,224627.0266,129.3342167,35.5181
3100222,야음초등학교앞,193064008,229961.67294,224951.28981,129.3303167,35.52103333
3100223,야음초등학교앞,193064007,229973.77647,224947.63233,129.33045,35.521
3100224,야음시장,193074504,229978.44442,225360.02006,129.3305167,35.52471667
3100225,야음시장,193074503,229987.58283,225339.70874,129.3306167,35.52453333
3100226,새화마트앞,193074601,230522.4353,224538.96515,129.3364833,35.5173
3100227,선암초등학교,193074704,230515.93243,224230.12702,129.3364,35.51451667
3100228,선암초등학교,193074703,230520.54381,224207.95236,129.33645,35.51431667
3100229,선암저수지앞,193064006,230182.9874,224774.51064,129.33275,35.51943333
3100230,선암저수지앞,193064005,230193.59175,224768.99883,129.3328667,35.51938333
3100231,선암수변공원입구,193064010,229897.87571,225041.68751,129.3296167,35.52185
3100232,선암수변공원입구,193064009,229905.38819,225054.65739,129.3297,35.52196667
3100233,선암새마을금고앞,193064002,230619.77207,224371.02021,129.33755,35.51578333
3100234,선암새마을금고앞,193064001,230640.94155,224369.24423,129.3377833,35.51576667
3100235,새화마트앞,193074602,230511.82693,224548.1746,129.3363667,35.51738333
3100236,쌍용아진그린타운4차,195020216,230370.48478,237198.18905,129.3352833,35.6314
3100237,동원아파트앞,196022302,227954.1298,215983.5996,129.30788,35.44027
3100238,동원아파트앞,196022301,227935.561,215990.3609,129.30767,35.44033
3100239,홈플러스앞,195020207,231278.71905,236944.28739,129.3453,35.62908333
3100240,홈플러스앞,195020208,231218.25505,236964.41766,129.3446333,35.62926667
3100241,대복입구울산예고앞,196030514,219720.90817,220826.92395,129.2173167,35.48411667
3100242,대복입구울산예고앞,196030513,219698.22537,220825.0245,129.2170667,35.4841
3100243,현대백화점,193023705,230412.30441,227138.5696,129.3353667,35.54073333
3100244,한국케이블방송앞,193063501,228312.93363,227618.01441,129.3122333,35.54511667
3100245,축협앞,193063601,227951.6689,227152.72659,129.3082333,35.54093333
3100246,은월아파트앞,193064013,227456.24378,227051.33419,129.3027667,35.54003333
3100247,우주가든앞,193064011,227193.07232,227111.55331,129.2998667,35.54058333
3100248,신한로얄멤버스아파트,193064015,227595.32499,227040.66727,129.3043,35.53993333
3100249,남부신협앞,193063604,228104.11083,227221.62546,129.3099167,35.54155
3100250,남부교회,193063503,228468.43746,227670.2854,129.31395,35.54558333
3100251,남경노블랜드,193063510,229161.35605,227909.2187,129.3216,35.54771667
3100252,남경노블랜드,193063509,229152.35479,227888.84732,129.3215,35.54753333
3100253,가재골입구,195020211,230213.05376,237769.06743,129.3335667,35.63655
3100254,가재골입구,195020212,230223.63375,237763.55562,129.3336833,35.6365
3100255,효성아파트,193064802,227009.28083,225910.86697,129.2978,35.52976667
3100256,한울빌라앞,193075205,228458.47293,225578.80668,129.3137667,35.52673333
3100257,한라훼밀리앞,193023806,228564.77376,224954.11702,129.3149167,35.5211
3100258,이진빌라,193023402,228714.93043,226213.90244,129.3166167,35.53245
3100260,울산여상뒤,193075208,228385.01507,225861.50066,129.3129667,35.52928333
3100261,영보아파트입구,193075204,228504.50059,225366.29618,129.3142667,35.52481667
3100262,영남빌라,193064703,226803.1175,226104.41229,129.2955333,35.53151667
3100264,문수실버복지관앞,193030597,222802.56611,226459.45488,129.2514333,35.53481667
3100265,롯데인벤스가,193075501,226946.89009,226049.3685,129.2971167,35.53101667
3100267,대복입구울산예고앞,196024446,219646.59597,220917.3693,129.2165,35.48493333
3100268,대복입구울산예고앞,196024445,219679.92555,220893.40398,129.2168667,35.48471667
3100269,남운프라자앞,193030931,224169.86081,228371.41707,129.2665667,35.55201667
3100270,남운프라자앞,193030932,224188.08516,228338.18081,129.2667667,35.55171667
3100271,이마트학성점,192024708,230036.57834,228751.65805,129.3312833,35.55528333
3100272,이마트학성점,192024707,230018.37645,228771.93892,129.3310833,35.55546667
3100273,한라그랜드아파트,192072902,231557.37612,229015.79144,129.3480667,35.55761667
3100274,한라그랜드아파트,192072901,231543.7633,229019.44142,129.3479167,35.55765
3100275,푸르지오아파트,192062804,231629.98688,229846.34582,129.3489,35.5651
3100276,푸르지오아파트,192062803,231661.6446,229866.79902,129.34925,35.56528333
3100277,종합운동장서문입구,192072906,231320.87579,229664.03353,129.3454833,35.56346667
3100278,종합운동장서문입구,192072905,231301.21323,229671.36072,129.3452667,35.56353333
3100279,웅진빌라,192072904,231388.69046,229287.03166,129.3462167,35.56006667
3100280,웅진빌라,192072903,231370.53851,229292.51553,129.3460167,35.56011667
3100281,용연암,192073002,231298.0431,228850.29828,129.3452,35.55613333
3100282,용연암,192073001,231285.95722,228850.25595,129.3450667,35.55613333
3100283,문수호반광장앞,193040618,223586.06823,226829.47621,129.2600833,35.53813333
3100284,문수호반광장앞,193040617,223513.71335,226755.3186,129.2592833,35.53746667
3100285,롯데백화점후문앞,193074202,230635.57044,226821.26917,129.3378167,35.53786667
3100286,롯데마트진장점앞,195014817,232329.82469,231026.8056,129.3566667,35.57571667
3100287,롯데마트진장점,195014816,232310.18867,231024.88491,129.35645,35.5757
3100291,대경넥스빌앞,194027109,,,,
3100292,대경넥스빌앞,194027110,,,,
3100293,정림탑스빌앞,192021009,229603.13942,229131.14931,129.3265167,35.55871667
3100294,정림탑스빌앞,192021010,229601.58856,229142.23944,129.3265,35.55881667
3100295,울산초등학교앞,192021007,229271.18119,228983.96739,129.32285,35.5574
3100296,울산초등학교앞,192021008,229222.85965,228974.5635,129.3223167,35.55731667
3100297,양사초등학교앞,192021005,228973.73983,228909.02896,129.3195667,35.55673333
3100298,양사초등학교앞,192021006,228911.88641,228875.5428,129.3188833,35.55643333
3100299,목살골목입구,192021003,228656.74693,228802.60159,129.3160667,35.55578333
3100300,목살골목입구,192021004,228661.23875,228815.56082,129.3161167,35.5559
3100301,평산초등학교앞,192040508,231005.03888,230112.29092,129.3420167,35.56751667
3100302,현대아이파크,193074514,226952.24294,226779.81753,129.2972,35.5376
3100303,상안초등학교앞,195020210,230327.05457,237540.14923,129.3348167,35.63448333
3100304,상안초등학교앞,195020209,230351.65013,237408.93765,129.3350833,35.6333
3100305,국제양궁장앞,193022406,224372.91356,225949.52158,129.2687333,35.53018333
3100306,고산사입구,196034524,225496.76845,214533.97949,129.2807667,35.42726667
3100307,고산사입구,196031523,225489.25253,214513.61661,129.2806833,35.42708333
3100308,대송중학교(동구청방면),194060805,238107.65924,223075.74307,129.4200333,35.50385
3100309,대송중학교(동구청방면),194060806,238089.56915,223062.7212,129.4198333,35.50373333
3100310,한국건강관리협회세민병원앞,192021407,230072.27894,228920.05672,129.3316833,35.5568
3100312,좋은삼정병원앞,193030929,224425.02284,228453.47536,129.2693833,35.55275
3100313,상개동크로바아파트앞,193031312,228014.73969,223423.09441,129.3088,35.50731667
3100314,상개동크로바아파트앞,193031311,227995.35219,223336.12099,129.3085833,35.50653333
3100315,한국폴리텍대학앞,192011301,231630.43177,231427.42984,129.3489667,35.57935
3100316,한국폴리텍대학앞,192011302,231593.88751,231508.66579,129.3485667,35.58008333
3100317,현충탑입구,193022412,226134.24374,225327.61895,129.2881333,35.52453333
3100318,현충탑입구,193022411,226285.93333,225152.39046,129.2898,35.52295
3100319,중간갈티마을입구,193022414,226778.04666,224887.56631,129.2952167,35.52055
3100320,중간갈티마을입구,193022413,226941.60829,224791.899,129.2970167,35.51968333
3100321,울산대공원2차정문,193022410,225748.06743,225566.89436,129.2838833,35.5267
3100322,울산대공원2차정문,193022409,225931.18531,225497.15445,129.2859,35.52606667
3100323,문수정입구,193022416,227201.92887,224694.67991,129.2998833,35.5188
3100324,문수정입구,193022415,227315.5349,224622.90752,129.3011333,35.51815
3100325,갈티마을입구,193022408,224798.60116,225617.83734,129.2734167,35.52718333
3100326,갈티마을입구,193022407,224900.01485,225568.19094,129.2745333,35.52673333
3100327,천상중학교,196020801,219957.49821,229342.9368,129.2201333,35.56086667
3100328,천상중학교,196020802,219943.8784,229352.15198,129.2199833,35.56095
3100329,춘해대학,196015703,217749.5878,218061.9969,129.1955333,35.45923333
3100330,춘해대학,196065907,217763.21143,218058.32593,129.1956833,35.4592
3100331,대리,196020425,222499.12705,229911.13341,129.2481833,35.56593333
3100332,대리,196020426,222509.66925,229925.95432,129.2483,35.56606667
3100333,동서오거리,193031204,228577.98459,226022.99567,129.3151,35.53073333
3100334,동서오거리,193031203,228516.03021,226017.25028,129.3144167,35.53068333
3100335,울산대공원동문앞,193031302,227955.08606,226059.85974,129.3082333,35.53108333
3100336,울산대공원동문앞,193031301,227943.12356,226019.14071,129.3081,35.53071667
3100337,강변공영주차장앞,192021609,229090.17299,228419.36785,129.3208333,35.55231667
3100338,우신고등학교입구,193030717,223126.7237,226778.34784,129.2550167,35.53768333
3100339,우신고등학교입구,193030714,223152.49683,226746.97865,129.2553,35.5374
3100340,삼정초등학교앞,196024628,221207.10873,221699.43102,129.2337167,35.49195
3100341,문수경기장앞,196012701,223300.20547,226327.59616,129.2569167,35.53361667
3100342,문수경기장앞,193012704,223324.29226,226362.79286,129.2571833,35.53393333
3100343,울산종합운동장,192030603,231756.251,229342.7351,129.35027,35.56056
3100344,울산종합운동장,192030604,231676.4488,229372.741,129.34939,35.56083
3100345,한라한빛아파트,194060401,238682.53821,224063.84119,129.4264167,35.51273333
3100346,한라한빛아파트,194060402,238690.15081,224050.93032,129.4265,35.51261667
3100347,중전기복개천,194060702,238813.56644,223136.10242,129.4278167,35.50436667
3100348,중전기복개천,194060701,238825.76441,223112.11516,129.42795,35.50415
3100349,현대예술관,194060101,239145.03986,225136.5514,129.4315667,35.52238333
3100350,현대백화점,194070102,239078.82378,225065.99179,129.4308333,35.52175
3100353,구한성유통,194070502,238807.05804,223241.47951,129.42775,35.50531667
3100354,한마음회관,194070204,238728.32338,224663.18616,129.42695,35.51813333
3100355,한마음회관,194070203,238717.74554,224661.2919,129.4268333,35.51811667
3100356,한마음아파트,194013402,238577.76844,224166.94579,129.4252667,35.51366667
3100357,한마음아파트,194013401,238565.67505,224165.04407,129.4251333,35.51365
3100358,한마음마트,194070802,238135.76554,221448.5563,129.4202667,35.48918333
3100359,한마음마트,194070801,238155.48336,221433.84698,129.4204833,35.48905
3100360,농수산물시장,194060901,238079.4987,222481.0956,129.4197,35.49849
3100361,농수산물시장,194060902,238084.37185,222507.93524,129.41975,35.49873333
3100362,포석정,194060809,238670.53515,222991.24453,129.4262333,35.50306667
3100363,포석정,194060810,238656.99003,222976.39156,129.4260833,35.50293333
3100364,파라다이스703동,194070702,237949.05044,222324.28865,129.41825,35.49708333
3100365,주공아파트입구,194061001,238052.63318,222147.20405,129.4193833,35.49548333
3100366,주공아파트입구,194061002,238051.18984,222132.40459,129.4193667,35.49535
3100367,방어진제일교회,194070809,238261.09333,221140.27332,129.4216333,35.4864
3100368,방어진제일교회,194070810,238261.30662,221090.3456,129.4216333,35.48595
3100369,전하후생관,194060301,238593.79025,224307.55473,129.42545,35.51493333
3100370,전하후생관,194060302,238574.21238,224288.97886,129.4252333,35.51476667
3100371,일산마을금고,194060812,238793.19261,222951.09219,129.4275833,35.5027
3100372,일산마을금고,194060811,238797.66484,222965.90492,129.4276333,35.50283333
3100373,월봉시장,194061006,238438.59154,222071.18584,129.4236333,35.49478333
3100374,월봉시장,194061005,238437.1647,222052.68834,129.4236167,35.49461667
3100375,울기공원,194061015,239526.62339,221572.93719,129.4356,35.49025
3100376,울기공원,194061016,239512.95509,221585.82173,129.43545,35.49036667
3100377,전하시장,194060404,238991.13343,224028.19664,129.4298167,35.5124
3100378,전하시장,194060403,238983.62409,224015.21902,129.4297333,35.51228333
3100379,화진중학교,194061003,238216.06717,222122.01156,129.4211833,35.49525
3100380,화진중학교,194061004,238229.5271,222100.7161,129.42133,35.49506
