ROUTE_NM,TRANSDATE,SUMAMOUNT,STOP_NM,STOP_ID,NORMALCNT,NORMALAMOUNT,STUDENTCNT,STUDENTAMOUNT,CHILDCNT,CHILDAMOUNT,TRANSFLAG
929,2015/09/18 13:56:14,800,남양그린빌,3100447,1,800,0,0,0,0,비환승
929,2015/09/18 13:58:22,800,남양그린빌,3100447,1,800,0,0,0,0,비환승
929,2015/09/18 14:03:27,340,개운초등학교아파,3103111,0,0,0,0,1,340,비환승
929,2015/09/18 14:03:30,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 14:03:33,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 14:03:40,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 14:03:44,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 14:05:51,800,삼일여고입구,3101053,1,800,0,0,0,0,비환승
929,2015/09/18 14:05:54,0,삼일여고입구,3101053,1,0,0,0,0,0,환승
929,2015/09/18 14:07:38,800,롯데캐슬,3100547,1,800,0,0,0,0,비환승
929,2015/09/18 14:07:54,0,남부초등학교,3100162,0,0,0,0,1,0,하차
929,2015/09/18 14:09:30,0,동부아파트204동,3102165,1,0,0,0,0,0,하차
929,2015/09/18 14:09:34,0,동부아파트204동,3102165,1,0,0,0,0,0,하차
929,2015/09/18 14:09:46,800,동부아파트204동,3102165,0,0,1,800,0,0,비환승
929,2015/09/18 14:12:21,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 14:12:26,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 14:19:25,800,동평중학교앞,3100629,1,800,0,0,0,0,비환승
929,2015/09/18 14:19:28,800,동평중학교앞,3100629,1,800,0,0,0,0,비환승
929,2015/09/18 14:20:37,800,달동주공아파트단,3100641,0,0,1,800,0,0,비환승
929,2015/09/18 14:29:02,0,현대백화점정문,3100515,0,0,1,0,0,0,하차
929,2015/09/18 14:29:05,0,현대백화점정문,3100515,0,0,1,0,0,0,하차
929,2015/09/18 14:29:23,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 14:29:26,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 14:29:30,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 14:29:32,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 14:31:26,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 14:39:44,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 14:39:49,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 14:39:52,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 14:48:40,800,신정현대홈타운단,3100628,1,800,0,0,0,0,비환승
929,2015/09/18 14:52:17,800,홈플러스,3102172,1,800,0,0,0,0,비환승
929,2015/09/18 14:55:15,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 14:55:32,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 14:55:40,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 14:55:47,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 14:55:49,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 14:58:44,0,롯데캐슬,3100525,1,0,0,0,0,0,하차
929,2015/09/18 15:07:31,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 15:07:36,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 15:07:39,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 15:07:56,800,남양그린빌,3100446,0,0,1,800,0,0,비환승
929,2015/09/18 15:13:06,340,개운초등학교아파,3103111,1,340,0,0,0,0,비환승
929,2015/09/18 15:13:12,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 15:13:17,620,개운초등학교아파,3103111,0,0,0,0,1,620,비환승
929,2015/09/18 15:19:30,800,동부아파트204동,3102165,1,800,0,0,0,0,비환승
929,2015/09/18 15:21:01,0,홈플러스,3102167,0,0,1,0,0,0,하차
929,2015/09/18 15:22:12,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 15:27:38,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/18 15:27:42,800,신정현대홈106동,3100632,0,0,1,800,0,0,비환승
929,2015/09/18 15:28:34,0,신정현대홈타운앞,3100692,1,0,0,0,0,0,환승
929,2015/09/18 15:30:18,800,달동주공아파트단,3100641,1,800,0,0,0,0,비환승
929,2015/09/18 15:38:03,0,현대백화점정문,3100515,1,0,0,0,0,0,하차
929,2015/09/18 15:38:04,0,현대백화점정문,3100515,1,0,0,0,0,0,하차
929,2015/09/18 15:38:21,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 15:38:24,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 15:38:27,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 15:38:30,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 15:38:52,0,현대백화점정문,3100515,1,0,0,0,0,0,환승
929,2015/09/18 15:39:39,0,현대백화점정문,3100515,1,0,0,0,0,0,환승
929,2015/09/18 15:40:18,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 15:41:49,0,현대백화점정문,3100515,1,0,0,0,0,0,환승
929,2015/09/18 15:45:17,1600,현대백화점정문,3100515,2,1600,0,0,0,0,비환승
929,2015/09/18 15:51:25,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 15:51:27,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 15:51:32,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 15:51:40,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 15:51:43,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 15:51:49,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 15:51:54,0,고속버스터미널앞,3101220,1,0,0,0,0,0,환승
929,2015/09/18 15:58:13,800,달동주공아파트단,3100636,1,800,0,0,0,0,비환승
929,2015/09/18 16:02:34,800,신정현대홈타운단,3100628,1,800,0,0,0,0,비환승
929,2015/09/18 16:03:42,0,울산세관입구,3100627,1,0,0,0,0,0,환승
929,2015/09/18 16:06:58,0,홈플러스,3102172,1,0,0,0,0,0,환승
929,2015/09/18 16:07:03,800,홈플러스,3102172,1,800,0,0,0,0,비환승
929,2015/09/18 16:08:45,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 16:08:48,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 16:08:53,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 16:08:59,0,동부아파트204동,3102169,1,0,0,0,0,0,환승
929,2015/09/18 16:09:02,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 16:09:04,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 16:09:07,0,동부아파트204동,3102169,1,0,0,0,0,0,환승
929,2015/09/18 16:11:24,800,롯데캐슬,3100525,1,800,0,0,0,0,비환승
929,2015/09/18 16:12:43,0,롯데캐슬,3100525,1,0,0,0,0,0,하차
929,2015/09/18 16:18:04,680,개운초등학교아파,3103110,0,0,0,0,2,680,비환승
929,2015/09/18 16:18:06,340,개운초등학교아파,3103110,0,0,0,0,1,340,비환승
929,2015/09/18 16:21:40,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 16:21:42,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 16:22:09,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 16:25:57,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 16:26:00,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 16:27:44,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 16:27:47,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 16:27:50,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 16:27:53,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 16:27:55,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 16:31:40,800,롯데캐슬,3100547,1,800,0,0,0,0,비환승
929,2015/09/18 16:35:51,620,홈플러스,3102167,0,0,1,620,0,0,비환승
929,2015/09/18 16:35:55,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 16:35:56,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 16:36:10,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 16:36:19,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 16:40:15,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/18 16:40:17,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/18 16:45:45,800,우방아파트앞,3101515,1,800,0,0,0,0,비환승
929,2015/09/18 16:47:08,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
929,2015/09/18 16:47:19,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
929,2015/09/18 16:47:28,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
929,2015/09/18 16:47:30,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
929,2015/09/18 16:50:03,0,현대백화점정문,3100515,1,0,0,0,0,0,하차
929,2015/09/18 16:50:05,0,현대백화점정문,3100515,1,0,0,0,0,0,하차
929,2015/09/18 16:50:13,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 16:50:16,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 16:50:21,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 16:50:23,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 16:52:13,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 17:00:25,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 17:00:29,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 17:00:35,0,현대백화점정문,3100515,1,0,0,0,0,0,환승
929,2015/09/18 17:06:55,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 17:06:57,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 17:12:59,800,달동주공아파트단,3100636,1,800,0,0,0,0,비환승
929,2015/09/18 17:21:23,800,홈플러스,3102172,1,800,0,0,0,0,비환승
929,2015/09/18 17:24:13,0,동부아파트204동,3102169,1,0,0,0,0,0,하차
929,2015/09/18 17:27:42,800,롯데캐슬,3100525,1,800,0,0,0,0,비환승
929,2015/09/18 17:36:20,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 17:37:44,620,남양그린빌,3100446,0,0,0,0,1,620,비환승
929,2015/09/18 17:37:50,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 17:37:59,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 17:38:24,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 17:42:53,620,개운초등학교아파,3103111,0,0,1,620,0,0,비환승
929,2015/09/18 17:42:55,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 17:43:03,1940,개운초등학교아파,3103111,3,1940,0,0,0,0,비환승
929,2015/09/18 17:49:30,800,롯데캐슬,3100547,1,800,0,0,0,0,비환승
929,2015/09/18 17:50:12,800,남부초등학교,3100162,1,800,0,0,0,0,비환승
929,2015/09/18 17:52:19,800,동부아파트204동,3102165,1,800,0,0,0,0,비환승
929,2015/09/18 17:54:49,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 17:54:51,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 17:54:53,800,홈플러스,3102167,1,800,0,0,0,0,비환승
929,2015/09/18 17:58:10,800,울산세관입구,3100633,1,800,0,0,0,0,비환승
929,2015/09/18 18:00:12,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/18 18:00:14,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/18 18:00:22,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/18 18:03:22,620,동평중학교앞,3100629,0,0,1,620,0,0,비환승
929,2015/09/18 18:04:28,800,달동주공아파트단,3100641,1,800,0,0,0,0,비환승
929,2015/09/18 18:04:29,800,달동주공아파트단,3100641,0,0,1,800,0,0,비환승
929,2015/09/18 18:14:42,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
929,2015/09/18 18:16:13,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
929,2015/09/18 18:19:51,0,현대백화점정문,3100515,0,0,1,0,0,0,하차
929,2015/09/18 18:19:54,0,현대백화점정문,3100515,0,0,1,0,0,0,하차
929,2015/09/18 18:20:00,0,현대백화점정문,3100515,1,0,0,0,0,0,하차
929,2015/09/18 18:20:10,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 18:20:13,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 18:20:16,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 18:20:18,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 18:20:20,620,현대백화점정문,3100515,0,0,1,620,0,0,비환승
929,2015/09/18 18:20:24,620,현대백화점정문,3100515,0,0,1,620,0,0,비환승
929,2015/09/18 18:24:22,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 18:34:26,800,달동주공아파트단,3100636,1,800,0,0,0,0,비환승
929,2015/09/18 18:46:42,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 18:46:45,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 18:50:30,800,롯데캐슬,3100525,1,800,0,0,0,0,비환승
929,2015/09/18 18:58:19,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 18:58:23,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 18:58:25,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 18:58:28,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 18:58:30,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 19:00:53,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 19:00:55,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 19:00:57,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 19:00:59,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 19:01:01,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/18 19:02:28,0,개운초등학교아파,3103111,1,0,0,0,0,0,하차
929,2015/09/18 19:10:23,0,동부아파트204동,3102165,1,0,0,0,0,0,하차
929,2015/09/18 19:10:38,800,동부아파트204동,3102165,1,800,0,0,0,0,비환승
929,2015/09/18 19:12:30,1600,홈플러스,3102167,2,1600,0,0,0,0,비환승
929,2015/09/18 19:24:43,800,우방아파트앞,3101515,1,800,0,0,0,0,비환승
929,2015/09/18 19:27:44,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
929,2015/09/18 19:31:56,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 19:31:59,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 19:34:41,800,보람병원입구,3101082,1,800,0,0,0,0,비환승
929,2015/09/18 19:40:49,800,동평중학교앞,3100631,1,800,0,0,0,0,비환승
929,2015/09/18 19:43:49,800,울산세관입구,3100627,1,800,0,0,0,0,비환승
929,2015/09/18 19:47:56,800,홈플러스,3102172,1,800,0,0,0,0,비환승
929,2015/09/18 19:48:31,1140,동부유치원앞,3100534,2,1140,0,0,0,0,비환승
929,2015/09/18 19:48:44,620,동부유치원앞,3100534,0,0,1,620,0,0,비환승
929,2015/09/18 19:49:50,340,동부아파트204동,3102169,0,0,0,0,1,340,비환승
929,2015/09/18 19:49:52,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
929,2015/09/18 19:53:35,1140,삼일여고입구,3101242,2,1140,0,0,0,0,비환승
929,2015/09/18 19:58:39,0,남양그린빌,3100446,1,0,0,0,0,0,하차
929,2015/09/18 20:00:30,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 20:01:19,620,남양그린빌,3100446,0,0,0,0,1,620,비환승
929,2015/09/18 20:02:03,800,남양그린빌,3100446,1,800,0,0,0,0,비환승
929,2015/09/18 20:09:24,0,삼일여고입구,3101053,1,0,0,0,0,0,환승
929,2015/09/18 20:31:02,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 20:35:38,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 20:36:11,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 20:37:15,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 20:38:51,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 20:38:54,800,현대백화점정문,3100515,1,800,0,0,0,0,비환승
929,2015/09/18 20:42:38,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 20:42:41,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 20:42:42,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 20:42:46,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 20:42:47,800,고속버스터미널앞,3101220,1,800,0,0,0,0,비환승
929,2015/09/18 20:45:58,800,광로교앞,3100203,1,800,0,0,0,0,비환승
929,2015/09/18 20:57:03,800,홈플러스,3102172,1,800,0,0,0,0,비환승
929,2015/09/18 20:59:39,800,동부아파트204동,3102169,1,800,0,0,0,0,비환승
941,2015/09/19 06:08:53,800,농소중학교앞,3101029,1,800,0,0,0,0,비환승
941,2015/09/19 06:11:59,800,신천,3101027,1,800,0,0,0,0,비환승
941,2015/09/19 06:12:01,800,신천,3101027,1,800,0,0,0,0,비환승
941,2015/09/19 06:12:04,0,신천,3101027,1,0,0,0,0,0,환승
941,2015/09/19 06:12:06,800,신천,3101027,1,800,0,0,0,0,비환승
941,2015/09/19 06:14:53,0,농소2동주민센터,3100096,1,0,0,0,0,0,환승
941,2015/09/19 06:26:54,800,천곡우방아파트,3100853,0,0,1,800,0,0,비환승
941,2015/09/19 06:27:53,800,천곡우방아파트,3100853,1,800,0,0,0,0,비환승
929,2015/09/19 06:28:51,800,남양그린빌,3100447,0,0,0,0,1,800,비환승
941,2015/09/19 06:29:13,800,천곡우방아파트,3100852,1,800,0,0,0,0,비환승
941,2015/09/19 06:29:17,0,천곡우방아파트,3100852,1,0,0,0,0,0,하차
929,2015/09/19 06:29:58,800,남양그린빌,3100447,1,800,0,0,0,0,비환승
941,2015/09/19 06:30:22,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 06:30:23,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 06:30:32,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 06:31:36,800,천곡마을입구,3100850,1,800,0,0,0,0,비환승
941,2015/09/19 06:32:58,0,상안초등학교앞,3100304,1,0,0,0,0,0,하차
941,2015/09/19 06:34:42,800,쌍용아진그린타운,3100813,1,800,0,0,0,0,비환승
929,2015/09/19 06:37:31,800,남부초등학교,3100162,1,800,0,0,0,0,비환승
941,2015/09/19 06:37:39,0,원동현대아파트앞,3100856,1,0,0,0,0,0,하차
941,2015/09/19 06:38:05,0,농소2동주민센터,3100095,1,0,0,0,0,0,하차
941,2015/09/19 06:38:32,800,농소2동주민센터,3100095,1,800,0,0,0,0,비환승
941,2015/09/19 06:47:48,0,농소공영차고지,3101005,1,0,0,0,0,0,환승
941,2015/09/19 06:47:50,800,농소공영차고지,3101005,1,800,0,0,0,0,비환승
941,2015/09/19 06:47:53,0,농소공영차고지,3101005,1,0,0,0,0,0,환승
929,2015/09/19 06:48:27,800,달동주공아파트단,3100641,1,800,0,0,0,0,비환승
941,2015/09/19 06:48:58,800,차일마을,3101030,1,800,0,0,0,0,비환승
929,2015/09/19 06:51:53,800,우방아파트앞,3101515,1,800,0,0,0,0,비환승
929,2015/09/19 06:55:50,0,현대백화점정문,3100515,0,0,0,0,1,0,하차
941,2015/09/19 06:56:00,800,신천,3101027,1,800,0,0,0,0,비환승
941,2015/09/19 06:56:02,800,신천,3101027,1,800,0,0,0,0,비환승
929,2015/09/19 07:14:16,800,신정현대홈타운앞,3100689,1,800,0,0,0,0,비환승
941,2015/09/19 07:15:39,800,천곡우방아파트,3100852,1,800,0,0,0,0,비환승
929,2015/09/19 07:16:22,800,신정현대홈타운단,3100628,1,800,0,0,0,0,비환승
941,2015/09/19 07:19:54,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 07:20:01,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 07:20:30,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 07:20:32,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 07:23:53,800,쌍용아진그린타운,3100814,1,800,0,0,0,0,비환승
941,2015/09/19 07:23:55,800,쌍용아진그린타운,3100814,1,800,0,0,0,0,비환승
941,2015/09/19 07:32:57,800,한라신천지타운.,3101010,1,800,0,0,0,0,비환승
941,2015/09/19 07:33:16,0,신천,3101009,1,0,0,0,0,0,하차
941,2015/09/19 07:33:46,0,신천,3101009,1,0,0,0,0,0,하차
941,2015/09/19 07:33:50,800,신천,3101009,1,800,0,0,0,0,비환승
941,2015/09/19 07:33:52,800,신천,3101009,1,800,0,0,0,0,비환승
929,2015/09/19 07:37:11,800,남양그린빌,3100447,1,800,0,0,0,0,비환승
929,2015/09/19 07:39:50,800,남양그린빌,3100447,1,800,0,0,0,0,비환승
941,2015/09/19 07:40:12,0,농소공영차고지,3101005,1,0,0,0,0,0,하차
941,2015/09/19 07:40:42,0,농소공영차고지,3101005,1,0,0,0,0,0,하차
941,2015/09/19 07:40:43,0,농소공영차고지,3101005,1,0,0,0,0,0,하차
941,2015/09/19 07:41:07,0,농소공영차고지,3101005,1,0,0,0,0,0,환승
941,2015/09/19 07:41:10,0,농소공영차고지,3101005,1,0,0,0,0,0,환승
929,2015/09/19 07:41:12,800,목화아파트,3100442,1,800,0,0,0,0,비환승
941,2015/09/19 07:41:12,0,농소공영차고지,3101005,1,0,0,0,0,0,환승
941,2015/09/19 07:41:15,0,농소공영차고지,3101005,1,0,0,0,0,0,환승
941,2015/09/19 07:41:17,0,농소공영차고지,3101005,1,0,0,0,0,0,환승
21,2015/09/19 07:42:44,780,강변그린빌,9102240,1,780,0,0,0,0,비환승
929,2015/09/19 07:42:51,800,개운초등학교아파,3103111,1,800,0,0,0,0,비환승
929,2015/09/19 07:46:42,800,남부초등학교,3100162,1,800,0,0,0,0,비환승
929,2015/09/19 07:46:45,800,남부초등학교,3100162,1,800,0,0,0,0,비환승
941,2015/09/19 07:47:46,800,시장2리,3101028,1,800,0,0,0,0,비환승
941,2015/09/19 07:49:22,800,신천,3101027,1,800,0,0,0,0,비환승
929,2015/09/19 07:49:26,0,홈플러스,3102167,1,0,0,0,0,0,환승
941,2015/09/19 07:51:47,0,농소2동주민센터,3100096,1,0,0,0,0,0,환승
941,2015/09/19 07:51:51,0,농소2동주민센터,3100096,1,0,0,0,0,0,환승
941,2015/09/19 07:51:53,0,농소2동주민센터,3100096,1,0,0,0,0,0,환승
941,2015/09/19 07:51:57,800,농소2동주민센터,3100096,1,800,0,0,0,0,비환승
929,2015/09/19 07:52:51,800,울산세관입구,3100633,1,800,0,0,0,0,비환승
929,2015/09/19 07:54:50,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/19 07:54:51,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
929,2015/09/19 07:54:58,800,신정현대홈106동,3100632,1,800,0,0,0,0,비환승
941,2015/09/19 07:55:08,800,홈플러스앞,3100240,1,800,0,0,0,0,비환승
941,2015/09/19 07:55:15,0,홈플러스앞,3100240,1,0,0,0,0,0,환승
21,2015/09/19 07:55:47,610,한라3.4차아파트,3102247,0,0,1,610,0,0,비환승
21,2015/09/19 07:55:49,610,한라3.4차아파트,3102247,0,0,1,610,0,0,비환승
21,2015/09/19 07:56:14,610,청구맨션,3102248,0,0,1,610,0,0,비환승
21,2015/09/19 07:56:43,780,신복현대아파트,3102249,1,780,0,0,0,0,비환승
941,2015/09/19 07:56:47,0,쌍용아진그린타운,3100815,1,0,0,0,0,0,환승
21,2015/09/19 07:56:50,610,신복현대아파트,3102249,1,610,0,0,0,0,비환승
21,2015/09/19 07:57:42,610,무거현대,3102681,0,0,1,610,0,0,비환승
21,2015/09/19 07:57:43,610,무거현대,3102681,0,0,1,610,0,0,비환승
929,2015/09/19 07:57:45,800,달동주공아파트단,3100641,1,800,0,0,0,0,비환승
929,2015/09/19 07:57:48,800,달동주공아파트단,3100641,1,800,0,0,0,0,비환승
21,2015/09/19 07:58:45,780,롯데캐슬,3102683,1,780,0,0,0,0,비환승
21,2015/09/19 07:58:47,780,롯데캐슬,3102683,1,780,0,0,0,0,비환승
21,2015/09/19 07:58:51,0,롯데캐슬,3102683,1,0,0,0,0,0,하차
21,2015/09/19 07:59:23,780,신복초등학교,3102692,1,780,0,0,0,0,비환승
21,2015/09/19 07:59:25,780,신복초등학교,3102692,1,780,0,0,0,0,비환승
21,2015/09/19 08:00:43,0,쇠정사거리,3102255,1,0,0,0,0,0,하차
21,2015/09/19 08:00:49,0,쇠정사거리,3102255,1,0,0,0,0,0,하차
929,2015/09/19 08:02:16,0,롯데백화점후문앞,3100285,1,0,0,0,0,0,하차
21,2015/09/19 08:02:27,0,쇠정사거리,3102255,1,0,0,0,0,0,하차
21,2015/09/19 08:03:31,0,옥현주공2단지,3100146,0,0,1,0,0,0,하차
21,2015/09/19 08:03:37,780,옥현주공2단지,3100146,1,780,0,0,0,0,비환승
941,2015/09/19 08:05:04,800,천곡우방아파트,3100853,1,800,0,0,0,0,비환승
941,2015/09/19 08:05:09,800,천곡우방아파트,3100853,1,800,0,0,0,0,비환승
941,2015/09/19 08:06:41,800,천곡우방아파트,3100853,1,800,0,0,0,0,비환승
941,2015/09/19 08:08:10,800,천곡우방아파트,3100853,1,800,0,0,0,0,비환승
941,2015/09/19 08:13:21,800,천곡우방아파트,3100853,1,800,0,0,0,0,비환승
941,2015/09/19 08:15:24,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
941,2015/09/19 08:15:26,620,대동아파트앞,3100851,0,0,0,0,1,620,비환승
941,2015/09/19 08:15:28,800,대동아파트앞,3100851,1,800,0,0,0,0,비환승
